Country Code,Gender,Event,bronze,silver,gold,total athletes,prob_bronze,prob_silver,prob_gold,raw medals
THA,F,WLF,0,1,1,20,0.0,0.05,0.05,2
FRA,F,FEN,7,8,2,172,0.040697674418604654,0.046511627906976744,0.011627906976744186,17
ESP,F,WRF,1,0,0,3,0.3333333333333333,0.0,0.0,1
KOR,M,EVE,0,0,0,50,0.0,0.0,0.0,0
ITA,F,KTE,0,0,0,2,0.0,0.0,0.0,0
NEP,M,SHO,0,0,0,1,0.0,0.0,0.0,0
TKM,F,SHO,0,0,0,1,0.0,0.0,0.0,0
NOR,M,JUD,0,0,0,4,0.0,0.0,0.0,0
PAR,F,SWM,0,0,0,6,0.0,0.0,0.0,0
USA,M,GAR,0,0,0,6,0.0,0.0,0.0,0
INA,M,TKW,0,0,0,1,0.0,0.0,0.0,0
MEX,M,OWS,0,0,0,1,0.0,0.0,0.0,0
LUX,M,TRI,0,0,0,2,0.0,0.0,0.0,0
BIZ,M,JUD,0,0,0,2,0.0,0.0,0.0,0
CRC,M,TEN,0,0,0,1,0.0,0.0,0.0,0
ARU,M,CTR,0,0,0,3,0.0,0.0,0.0,0
AUT,M,WRF,0,0,0,94,0.0,0.0,0.0,0
FRA,F,GRY,0,0,0,20,0.0,0.0,0.0,0
LIB,M,SWM,0,0,0,36,0.0,0.0,0.0,0
ROU,F,DIV,0,0,0,14,0.0,0.0,0.0,0
BEL,M,SAL,0,0,0,2,0.0,0.0,0.0,0
SVK,M,JUD,0,0,0,7,0.0,0.0,0.0,0
NED,F,BMX,0,0,0,3,0.0,0.0,0.0,0
GBR,M,RQT,0,0,0,6,0.0,0.0,0.0,0
CZE,M,OWS,0,0,0,1,0.0,0.0,0.0,0
SLO,M,TEN,0,0,0,3,0.0,0.0,0.0,0
ROU,M,WLF,4,5,0,65,0.06153846153846154,0.07692307692307693,0.0,9
EST,M,MPN,0,0,0,3,0.0,0.0,0.0,0
SOL,M,SWM,0,0,0,1,0.0,0.0,0.0,0
ROU,M,DIV,0,0,0,9,0.0,0.0,0.0,0
BEL,M,SAL,0,0,0,2,0.0,0.0,0.0,0
GBR,M,VBV,0,0,0,2,0.0,0.0,0.0,0
POR,M,EVE,0,0,0,1,0.0,0.0,0.0,0
CHN,F,WRF,0,0,0,22,0.0,0.0,0.0,0
ISR,M,TKW,0,0,0,1,0.0,0.0,0.0,0
ANZ,M,ATH,0,0,0,22,0.0,0.0,0.0,0
BRA,M,VVO,0,25,16,177,0.0,0.14124293785310735,0.0903954802259887,41
BOL,M,SWM,0,0,0,11,0.0,0.0,0.0,0
LBA,M,TTE,0,0,0,1,0.0,0.0,0.0,0
GDR,F,ATH,7,11,10,182,0.038461538461538464,0.06043956043956044,0.054945054945054944,28
BER,M,ROW,0,0,0,2,0.0,0.0,0.0,0
CHI,M,FBL,0,0,0,53,0.0,0.0,0.0,0
EOR,M,JUD,0,0,0,6,0.0,0.0,0.0,0
SUI,M,FBL,0,0,0,43,0.0,0.0,0.0,0
AUS,M,BKB,2,0,0,179,0.0111731843575419,0.0,0.0,2
SUI,F,TEN,0,2,0,27,0.0,0.07407407407407407,0.0,2
USA,M,WRF,4,10,6,376,0.010638297872340425,0.026595744680851064,0.015957446808510637,20
BEL,M,IHO,0,0,0,7,0.0,0.0,0.0,0
RUS,F,WPO,7,0,0,78,0.08974358974358974,0.0,0.0,7
GBR,F,WLF,0,0,0,9,0.0,0.0,0.0,0
ETH,M,BOX,0,0,0,27,0.0,0.0,0.0,0
AHO,F,SWA,0,0,0,4,0.0,0.0,0.0,0
ECU,M,ATH,0,1,1,63,0.0,0.015873015873015872,0.015873015873015872,2
NED,F,CTR,4,2,5,88,0.045454545454545456,0.022727272727272728,0.056818181818181816,11
URU,M,JUD,0,0,0,7,0.0,0.0,0.0,0
CRO,F,TKW,1,0,0,11,0.09090909090909091,0.0,0.0,1
MKD,M,WRF,0,0,0,8,0.0,0.0,0.0,0
USA,F,ART,0,0,0,97,0.0,0.0,0.0,0
MHL,M,ATH,0,0,0,3,0.0,0.0,0.0,0
USA,M,SAL,0,0,0,3,0.0,0.0,0.0,0
AUS,M,SAL,0,0,0,2,0.0,0.0,0.0,0
CHI,F,ARC,0,0,0,2,0.0,0.0,0.0,0
ETH,F,SWM,0,0,0,2,0.0,0.0,0.0,0
LIB,M,CTR,0,0,0,13,0.0,0.0,0.0,0
GBR,M,BMF,0,0,0,1,0.0,0.0,0.0,0
SCG,F,JUD,0,0,0,1,0.0,0.0,0.0,0
BLR,M,MPN,0,0,0,7,0.0,0.0,0.0,0
ARU,M,SWM,0,0,0,7,0.0,0.0,0.0,0
KAZ,F,SWA,0,0,0,12,0.0,0.0,0.0,0
SRI,M,WRF,0,0,0,1,0.0,0.0,0.0,0
NED,F,TTE,0,0,0,27,0.0,0.0,0.0,0
GER,F,SKB,0,0,0,1,0.0,0.0,0.0,0
AUS,F,EDR,0,0,0,6,0.0,0.0,0.0,0
FRA,M,EVE,9,6,13,399,0.022556390977443608,0.015037593984962405,0.03258145363408521,28
FRA,M,SAL,0,0,0,5,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
AUS,M,TKW,0,0,0,13,0.0,0.0,0.0,0
CIV,M,CSL,0,0,0,20,0.0,0.0,0.0,0
DEN,M,SAL,0,0,0,3,0.0,0.0,0.0,0
GRE,M,SAL,0,0,0,2,0.0,0.0,0.0,0
BOL,M,CTR,0,0,0,10,0.0,0.0,0.0,0
MAR,M,MPN,0,0,0,2,0.0,0.0,0.0,0
BOL,M,ART,0,0,0,1,0.0,0.0,0.0,0
POR,F,MTB,0,0,0,1,0.0,0.0,0.0,0
SUI,M,SAL,0,0,0,3,0.0,0.0,0.0,0
AUT,F,HBL,0,0,0,44,0.0,0.0,0.0,0
IOA,M,WRF,0,0,0,9,0.0,0.0,0.0,0
NGR,M,BOX,0,0,0,72,0.0,0.0,0.0,0
HKG,M,TTE,0,0,0,30,0.0,0.0,0.0,0
SWE,M,SAL,0,0,0,5,0.0,0.0,0.0,0
LIE,F,JUD,0,0,0,3,0.0,0.0,0.0,0
HKG,M,FEN,0,0,0,58,0.0,0.0,0.0,0
PAN,F,SWM,0,0,0,11,0.0,0.0,0.0,0
BOT,F,BOX,0,0,0,1,0.0,0.0,0.0,0
GRE,F,EVE,0,0,0,10,0.0,0.0,0.0,0
GER,M,SAL,0,0,0,5,0.0,0.0,0.0,0
ESP,M,SAL,0,0,0,2,0.0,0.0,0.0,0
KOR,M,FBL,3,0,0,178,0.016853932584269662,0.0,0.0,3
PER,M,SKB,0,0,0,1,0.0,0.0,0.0,0
ROU,M,CSL,6,12,4,173,0.03468208092485549,0.06936416184971098,0.023121387283236993,22
BRA,M,TEN,0,0,0,4,0.0,0.0,0.0,0
ROU,M,ROW,5,7,4,166,0.030120481927710843,0.04216867469879518,0.024096385542168676,16
CAN,M,SHO,1,4,0,184,0.005434782608695652,0.021739130434782608,0.0,5
UKR,F,ROW,0,0,2,34,0.0,0.0,0.058823529411764705,2
SUI,F,JUD,0,0,0,7,0.0,0.0,0.0,0
KOR,F,DIV,0,0,0,11,0.0,0.0,0.0,0
USA,M,TEN,0,0,0,15,0.0,0.0,0.0,0
CAN,F,CTR,2,1,1,92,0.021739130434782608,0.010869565217391304,0.010869565217391304,4
BAR,M,GAR,0,0,0,7,0.0,0.0,0.0,0
USA,M,BOX,0,0,1,255,0.0,0.0,0.00392156862745098,1
ITA,F,ROW,0,0,1,32,0.0,0.0,0.03125,1
EGY,M,BKB,0,0,0,77,0.0,0.0,0.0,0
TUR,F,WLF,0,0,0,13,0.0,0.0,0.0,0
GBR,F,SAL,0,0,0,1,0.0,0.0,0.0,0
CRO,M,SWM,0,1,0,78,0.0,0.01282051282051282,0.0,1
COL,F,GAR,0,0,0,12,0.0,0.0,0.0,0
NOR,M,EJP,0,0,0,1,0.0,0.0,0.0,0
LBR,F,ATH,0,0,0,14,0.0,0.0,0.0,0
SWE,F,GLF,0,0,0,4,0.0,0.0,0.0,0
CHI,F,TRI,0,0,0,4,0.0,0.0,0.0,0
EGY,F,SWA,0,0,0,50,0.0,0.0,0.0,0
BRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
CAN,F,TTE,0,0,0,17,0.0,0.0,0.0,0
JOR,M,SWM,0,0,0,8,0.0,0.0,0.0,0
LIE,F,TEN,0,0,0,2,0.0,0.0,0.0,0
FIN,F,BOX,0,0,0,2,0.0,0.0,0.0,0
IRL,M,SWM,0,0,0,60,0.0,0.0,0.0,0
SRI,M,BOX,0,0,0,14,0.0,0.0,0.0,0
EGY,M,TKW,0,0,0,9,0.0,0.0,0.0,0
MAW,F,ATH,0,0,0,11,0.0,0.0,0.0,0
RHO,M,BOX,0,0,0,4,0.0,0.0,0.0,0
BEL,M,JUD,3,0,1,34,0.08823529411764706,0.0,0.029411764705882353,4
FRA,M,SAL,0,0,0,8,0.0,0.0,0.0,0
LAT,M,TEN,0,0,0,1,0.0,0.0,0.0,0
CAF,M,SWM,0,0,0,2,0.0,0.0,0.0,0
CHN,M,CSP,0,0,0,12,0.0,0.0,0.0,0
KOR,F,SWM,0,0,0,131,0.0,0.0,0.0,0
MAR,M,VBV,0,0,0,2,0.0,0.0,0.0,0
NGR,M,WRF,0,0,0,28,0.0,0.0,0.0,0
MLI,M,JUD,0,0,0,14,0.0,0.0,0.0,0
IOA,M,BOX,0,0,0,1,0.0,0.0,0.0,0
NOR,M,SAL,0,0,0,9,0.0,0.0,0.0,0
GER,F,VBV,0,0,1,10,0.0,0.0,0.1,1
CUB,F,ROW,0,0,0,14,0.0,0.0,0.0,0
ITA,M,SAL,0,0,0,4,0.0,0.0,0.0,0
SCG,F,TEN,0,0,0,1,0.0,0.0,0.0,0
POR,M,SAL,0,0,0,3,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,4,0.0,0.0,0.0,0
BRA,M,SHO,0,0,0,110,0.0,0.0,0.0,0
JPN,F,BK3,0,0,0,4,0.0,0.0,0.0,0
SGP,F,EDR,0,0,0,1,0.0,0.0,0.0,0
EUN,F,SAL,0,0,0,2,0.0,0.0,0.0,0
SGP,F,ATH,0,0,0,12,0.0,0.0,0.0,0
TUN,M,TKW,0,0,0,5,0.0,0.0,0.0,0
NOR,M,SAL,0,0,0,2,0.0,0.0,0.0,0
MRI,M,ARC,0,0,0,2,0.0,0.0,0.0,0
TCH,F,SWA,0,0,0,1,0.0,0.0,0.0,0
KOS,F,ATH,0,0,0,1,0.0,0.0,0.0,0
USA,F,ARC,0,0,0,4,0.0,0.0,0.0,0
RSA,M,OWS,0,0,0,1,0.0,0.0,0.0,0
SAM,F,SWM,0,0,0,1,0.0,0.0,0.0,0
PNG,F,SAL,0,0,0,1,0.0,0.0,0.0,0
MAS,F,DIV,1,2,0,30,0.03333333333333333,0.06666666666666667,0.0,3
UAR,M,SHO,0,0,0,3,0.0,0.0,0.0,0
SUI,M,EVE,7,10,3,225,0.03111111111111111,0.044444444444444446,0.013333333333333334,20
USA,M,TEN,0,0,0,2,0.0,0.0,0.0,0
CRO,M,CTR,0,0,0,8,0.0,0.0,0.0,0
PNG,M,ATH,0,0,0,44,0.0,0.0,0.0,0
CHI,M,EVE,0,0,0,50,0.0,0.0,0.0,0
FRA,M,ROW,0,0,0,2,0.0,0.0,0.0,0
BRA,M,SAL,10,2,5,140,0.07142857142857142,0.014285714285714285,0.03571428571428571,17
BLR,F,WLF,2,1,0,16,0.125,0.0625,0.0,3
TOG,F,SWM,0,0,0,2,0.0,0.0,0.0,0
AUT,M,SAL,0,0,0,3,0.0,0.0,0.0,0
LUX,M,WPO,0,0,0,7,0.0,0.0,0.0,0
TLS,F,CTR,0,0,0,1,0.0,0.0,0.0,0
USA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
AUT,F,MTB,0,0,0,1,0.0,0.0,0.0,0
BER,M,DIV,0,0,0,3,0.0,0.0,0.0,0
CAN,M,SAL,4,2,0,134,0.029850746268656716,0.014925373134328358,0.0,6
GEO,F,ARC,0,0,0,18,0.0,0.0,0.0,0
ALB,F,SHO,0,0,0,12,0.0,0.0,0.0,0
HKG,F,SAL,0,0,1,9,0.0,0.0,0.1111111111111111,1
LTU,F,CRD,0,0,0,1,0.0,0.0,0.0,0
CAN,F,BMX,0,0,0,1,0.0,0.0,0.0,0
AUT,M,BOX,0,0,0,37,0.0,0.0,0.0,0
IRL,M,CTR,0,0,0,80,0.0,0.0,0.0,0
IRL,M,ART,0,0,0,28,0.0,0.0,0.0,0
CPV,F,JUD,0,0,0,2,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
RSA,M,SKB,0,0,0,2,0.0,0.0,0.0,0
NZL,F,SBL,0,0,0,15,0.0,0.0,0.0,0
SUD,M,ATH,0,1,0,46,0.0,0.021739130434782608,0.0,1
EST,M,VBV,0,0,0,4,0.0,0.0,0.0,0
CAY,M,ATH,0,0,0,12,0.0,0.0,0.0,0
FRA,M,FBL,0,0,0,161,0.0,0.0,0.0,0
ROT,F,SWM,0,0,0,2,0.0,0.0,0.0,0
MAS,F,SWM,0,0,0,36,0.0,0.0,0.0,0
GBR,M,MPN,1,0,2,98,0.01020408163265306,0.0,0.02040816326530612,3
GER,M,TEN,0,0,0,5,0.0,0.0,0.0,0
ALG,M,ATH,0,2,1,120,0.0,0.016666666666666666,0.008333333333333333,3
IOA,F,TTE,0,0,0,3,0.0,0.0,0.0,0
COK,F,SAL,0,0,0,4,0.0,0.0,0.0,0
SGP,M,WPO,0,0,0,10,0.0,0.0,0.0,0
PRK,F,SHO,0,0,0,14,0.0,0.0,0.0,0
TUN,M,BKB,0,0,0,12,0.0,0.0,0.0,0
GBR,M,ROW,0,0,0,9,0.0,0.0,0.0,0
HKG,F,ATH,0,0,0,1,0.0,0.0,0.0,0
AUS,F,MPN,0,0,1,6,0.0,0.0,0.16666666666666666,1
CAF,M,CTR,0,0,0,7,0.0,0.0,0.0,0
SRB,M,TTE,0,0,0,9,0.0,0.0,0.0,0
URS,M,HOC,0,0,0,31,0.0,0.0,0.0,0
CUB,M,SAL,0,0,0,2,0.0,0.0,0.0,0
ROU,M,TRI,0,0,0,1,0.0,0.0,0.0,0
DEN,M,SAL,0,0,0,3,0.0,0.0,0.0,0
ESP,M,TEN,0,0,2,13,0.0,0.0,0.15384615384615385,2
LUX,M,WLF,0,0,0,14,0.0,0.0,0.0,0
AUT,F,SWM,1,0,0,84,0.011904761904761904,0.0,0.0,1
TUR,F,BOX,0,0,0,3,0.0,0.0,0.0,0
TJK,M,BOX,0,0,0,12,0.0,0.0,0.0,0
JPN,M,GTR,0,0,0,9,0.0,0.0,0.0,0
GBR,M,CTR,0,0,0,6,0.0,0.0,0.0,0
NOR,M,SAL,0,0,0,10,0.0,0.0,0.0,0
EUN,F,TTE,0,0,0,2,0.0,0.0,0.0,0
FIN,M,SAL,0,0,1,76,0.0,0.0,0.013157894736842105,1
MLT,M,CTR,0,0,0,18,0.0,0.0,0.0,0
KEN,M,CTR,0,0,0,1,0.0,0.0,0.0,0
TPE,F,DIV,0,0,0,3,0.0,0.0,0.0,0
GER,M,SAL,0,0,0,3,0.0,0.0,0.0,0
LTU,F,ATH,0,1,0,66,0.0,0.015151515151515152,0.0,1
SUI,M,MPN,0,0,0,41,0.0,0.0,0.0,0
CHI,M,MPN,0,0,0,24,0.0,0.0,0.0,0
CHN,M,VVO,0,0,0,24,0.0,0.0,0.0,0
CAN,F,SHO,0,0,0,41,0.0,0.0,0.0,0
IRI,M,BDM,0,0,0,1,0.0,0.0,0.0,0
ITA,F,CLB,0,0,0,1,0.0,0.0,0.0,0
VIE,M,ATH,0,0,0,12,0.0,0.0,0.0,0
DEN,M,SAL,0,0,0,2,0.0,0.0,0.0,0
COL,M,TKW,0,0,0,5,0.0,0.0,0.0,0
MAR,M,FBL,0,0,0,110,0.0,0.0,0.0,0
EST,F,ATH,0,0,0,25,0.0,0.0,0.0,0
ESA,M,ARC,0,0,0,2,0.0,0.0,0.0,0
PER,M,WRF,0,0,0,22,0.0,0.0,0.0,0
NZL,M,SHO,0,0,0,34,0.0,0.0,0.0,0
AUT,F,DIV,0,0,0,37,0.0,0.0,0.0,0
SGP,M,WLF,0,1,0,10,0.0,0.1,0.0,1
AUS,M,BSB,0,7,0,68,0.0,0.10294117647058823,0.0,7
HKG,F,CSL,0,0,0,3,0.0,0.0,0.0,0
JAM,M,DIV,0,0,0,2,0.0,0.0,0.0,0
MON,F,SWM,0,0,0,2,0.0,0.0,0.0,0
JAM,M,WLF,0,0,0,5,0.0,0.0,0.0,0
ITA,M,VBV,0,0,0,2,0.0,0.0,0.0,0
SGP,M,DIV,0,0,0,1,0.0,0.0,0.0,0
BLR,M,FBL,0,0,0,16,0.0,0.0,0.0,0
BEL,M,EVE,0,0,0,2,0.0,0.0,0.0,0
FRA,M,BMF,0,0,0,1,0.0,0.0,0.0,0
COK,F,CSL,0,0,0,4,0.0,0.0,0.0,0
EGY,M,HBL,0,0,0,103,0.0,0.0,0.0,0
UGA,M,ATH,1,1,1,124,0.008064516129032258,0.008064516129032258,0.008064516129032258,3
EUN,F,ARC,0,0,0,6,0.0,0.0,0.0,0
DEN,M,TEN,0,0,0,4,0.0,0.0,0.0,0
GBR,M,EVE,4,8,13,247,0.016194331983805668,0.032388663967611336,0.05263157894736842,25
TPE,F,SWM,0,0,0,105,0.0,0.0,0.0,0
INA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
FRG,M,WRF,1,0,0,76,0.013157894736842105,0.0,0.0,1
FIN,F,WLF,0,0,0,2,0.0,0.0,0.0,0
GUA,M,WRF,0,0,0,24,0.0,0.0,0.0,0
RSA,M,WRF,0,0,0,28,0.0,0.0,0.0,0
YEM,F,SHO,0,0,0,1,0.0,0.0,0.0,0
NZL,M,SAL,1,5,4,118,0.00847457627118644,0.0423728813559322,0.03389830508474576,10
GBR,M,TEN,0,0,0,1,0.0,0.0,0.0,0
PRK,F,TTE,0,1,0,23,0.0,0.043478260869565216,0.0,1
FRG,M,CSL,0,0,0,2,0.0,0.0,0.0,0
EUN,M,GAR,0,0,0,48,0.0,0.0,0.0,0
IOA,F,SHO,0,0,0,7,0.0,0.0,0.0,0
CZE,F,VBV,0,0,0,4,0.0,0.0,0.0,0
GRE,F,MPN,0,0,0,2,0.0,0.0,0.0,0
GUA,F,ART,0,0,0,1,0.0,0.0,0.0,0
LAT,M,CRD,0,0,0,3,0.0,0.0,0.0,0
KEN,M,SWM,0,0,0,10,0.0,0.0,0.0,0
MLT,M,SWM,0,0,0,8,0.0,0.0,0.0,0
EST,F,EDR,0,0,0,1,0.0,0.0,0.0,0
URS,M,SAL,0,0,0,3,0.0,0.0,0.0,0
BUL,F,BDM,0,0,0,21,0.0,0.0,0.0,0
CAM,M,BOX,0,0,0,5,0.0,0.0,0.0,0
ROC,M,CLB,0,0,0,1,0.0,0.0,0.0,0
TUN,M,HBL,0,0,0,72,0.0,0.0,0.0,0
PRK,M,TTE,0,0,0,2,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
TTO,M,TKW,0,0,0,1,0.0,0.0,0.0,0
UGA,F,ARC,0,0,0,1,0.0,0.0,0.0,0
GUY,M,WLF,0,0,0,8,0.0,0.0,0.0,0
VAN,M,TTE,0,0,0,3,0.0,0.0,0.0,0
SUR,M,ATH,0,0,0,17,0.0,0.0,0.0,0
COM,M,SWM,0,0,0,2,0.0,0.0,0.0,0
COL,F,TKW,0,0,0,6,0.0,0.0,0.0,0
FRA,M,VBV,0,0,0,6,0.0,0.0,0.0,0
CZE,M,BOX,0,0,0,7,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
NOR,F,WLF,0,0,0,1,0.0,0.0,0.0,0
ESP,M,PEL,0,0,0,2,0.0,0.0,0.0,0
HKG,F,ARC,0,0,0,4,0.0,0.0,0.0,0
ISR,M,BSB,0,0,0,24,0.0,0.0,0.0,0
KSA,M,WLF,0,0,0,9,0.0,0.0,0.0,0
CZE,M,CSL,0,0,0,8,0.0,0.0,0.0,0
MEX,M,BOX,1,0,0,98,0.01020408163265306,0.0,0.0,1
IRQ,M,BOX,0,0,0,22,0.0,0.0,0.0,0
SCG,M,JUD,0,0,0,3,0.0,0.0,0.0,0
HUN,M,GAR,4,4,5,766,0.005221932114882507,0.005221932114882507,0.006527415143603133,13
ROU,F,HBL,0,0,0,57,0.0,0.0,0.0,0
PRK,F,CTR,0,0,0,3,0.0,0.0,0.0,0
GER,M,ARC,0,0,0,13,0.0,0.0,0.0,0
EUN,F,CSL,0,0,0,7,0.0,0.0,0.0,0
FRA,F,GLF,0,0,0,9,0.0,0.0,0.0,0
DEN,M,EJP,0,0,0,1,0.0,0.0,0.0,0
EST,M,FBL,0,0,0,11,0.0,0.0,0.0,0
FIN,M,SHO,8,3,2,320,0.025,0.009375,0.00625,13
MYA,M,SAL,0,0,0,2,0.0,0.0,0.0,0
POR,F,DIV,0,0,0,1,0.0,0.0,0.0,0
PAK,M,SHO,0,0,0,24,0.0,0.0,0.0,0
RSA,M,BOX,0,1,0,75,0.0,0.013333333333333334,0.0,1
ITA,M,TTE,0,0,0,6,0.0,0.0,0.0,0
THA,F,BOX,0,0,0,4,0.0,0.0,0.0,0
BEL,F,ROW,0,1,0,10,0.0,0.1,0.0,1
MEX,F,WLF,0,0,0,10,0.0,0.0,0.0,0
USA,F,WRF,1,0,0,22,0.045454545454545456,0.0,0.0,1
ITA,M,FEN,30,79,60,617,0.04862236628849271,0.1280388978930308,0.09724473257698542,169
MEX,M,SAL,0,0,0,3,0.0,0.0,0.0,0
SWE,M,BDM,0,0,0,15,0.0,0.0,0.0,0
FIN,M,SAL,0,0,0,3,0.0,0.0,0.0,0
PAN,M,JUD,0,0,0,3,0.0,0.0,0.0,0
HUN,F,WLF,0,0,0,6,0.0,0.0,0.0,0
MRI,F,BDM,0,0,0,1,0.0,0.0,0.0,0
NED,M,SAL,0,0,0,5,0.0,0.0,0.0,0
BRA,M,CSP,0,0,0,5,0.0,0.0,0.0,0
MEX,M,POL,0,0,0,4,0.0,0.0,0.0,0
CAM,M,WRF,0,0,0,1,0.0,0.0,0.0,0
CHN,M,SHO,4,6,3,158,0.02531645569620253,0.0379746835443038,0.0189873417721519,13
ESP,F,SKB,0,0,0,2,0.0,0.0,0.0,0
TKM,F,TTE,0,0,0,2,0.0,0.0,0.0,0
CAN,M,CSP,0,0,0,13,0.0,0.0,0.0,0
LUX,M,CSL,0,0,0,19,0.0,0.0,0.0,0
GBR,M,TOW,0,0,0,8,0.0,0.0,0.0,0
POR,F,SWM,0,0,0,41,0.0,0.0,0.0,0
CZE,M,WRF,0,0,0,11,0.0,0.0,0.0,0
GBR,M,FBL,0,0,2,125,0.0,0.0,0.016,2
UKR,M,FEN,0,0,0,55,0.0,0.0,0.0,0
CRO,F,GAR,0,0,0,15,0.0,0.0,0.0,0
PUR,M,JUD,0,0,0,30,0.0,0.0,0.0,0
FRA,M,MPN,2,0,0,88,0.022727272727272728,0.0,0.0,2
AUT,M,SAL,0,0,0,2,0.0,0.0,0.0,0
BUL,F,BKB,0,7,0,36,0.0,0.19444444444444445,0.0,7
KAZ,M,SWM,0,0,0,57,0.0,0.0,0.0,0
UKR,M,TTE,0,0,0,5,0.0,0.0,0.0,0
IRQ,M,WRF,0,0,0,23,0.0,0.0,0.0,0
MEX,M,WRF,0,0,0,72,0.0,0.0,0.0,0
ARU,F,SWA,0,0,0,4,0.0,0.0,0.0,0
ANT,M,ATH,0,0,0,66,0.0,0.0,0.0,0
BLR,M,EVE,0,0,0,3,0.0,0.0,0.0,0
HKG,F,TRI,0,0,0,1,0.0,0.0,0.0,0
BRN,M,MPN,0,0,0,12,0.0,0.0,0.0,0
CHN,F,SKB,0,0,0,2,0.0,0.0,0.0,0
TPE,M,SWM,0,0,0,59,0.0,0.0,0.0,0
BIH,M,WRF,0,0,0,1,0.0,0.0,0.0,0
MAR,M,EVE,0,0,0,2,0.0,0.0,0.0,0
RUS,F,TEN,0,0,0,8,0.0,0.0,0.0,0
ALG,F,CSP,0,0,0,2,0.0,0.0,0.0,0
GRE,F,ATH,2,4,2,153,0.013071895424836602,0.026143790849673203,0.013071895424836602,8
CRC,M,CRD,0,0,0,1,0.0,0.0,0.0,0
KSA,M,ROW,0,0,0,1,0.0,0.0,0.0,0
EUN,M,ARC,0,0,0,6,0.0,0.0,0.0,0
SWE,F,FEN,0,0,0,18,0.0,0.0,0.0,0
DEN,M,JUD,0,0,0,2,0.0,0.0,0.0,0
GEO,F,VBV,0,0,0,2,0.0,0.0,0.0,0
LAT,F,FEN,0,0,0,1,0.0,0.0,0.0,0
DEN,F,ART,0,0,0,18,0.0,0.0,0.0,0
BER,M,TRI,0,0,0,2,0.0,0.0,0.0,0
POR,M,BDM,0,0,0,9,0.0,0.0,0.0,0
GBR,F,BOX,0,0,1,9,0.0,0.0,0.1111111111111111,1
NZL,F,HOC,0,0,0,129,0.0,0.0,0.0,0
KOR,F,HBL,8,13,5,143,0.055944055944055944,0.09090909090909091,0.03496503496503497,26
ALB,M,ATH,0,0,0,6,0.0,0.0,0.0,0
SEY,M,BDM,0,0,0,1,0.0,0.0,0.0,0
SLO,M,CRD,0,0,0,5,0.0,0.0,0.0,0
AUS,F,EVE,0,0,1,65,0.0,0.0,0.015384615384615385,1
DJI,M,ATH,1,0,0,26,0.038461538461538464,0.0,0.0,1
AUS,M,SAL,0,0,0,2,0.0,0.0,0.0,0
TJK,M,WRF,0,1,0,9,0.0,0.1111111111111111,0.0,1
POL,F,TEN,0,0,0,4,0.0,0.0,0.0,0
NED,F,SHO,0,0,0,2,0.0,0.0,0.0,0
WIF,M,CTR,0,0,0,3,0.0,0.0,0.0,0
NED,F,TTE,0,0,0,2,0.0,0.0,0.0,0
KOR,M,MPN,0,0,0,30,0.0,0.0,0.0,0
MLT,F,WLF,0,0,0,1,0.0,0.0,0.0,0
CHI,M,VBV,0,0,0,4,0.0,0.0,0.0,0
VEN,F,KTE,0,0,0,1,0.0,0.0,0.0,0
SUI,M,VBV,0,0,0,4,0.0,0.0,0.0,0
USA,M,OWS,0,0,0,1,0.0,0.0,0.0,0
MDA,F,ATH,0,0,0,30,0.0,0.0,0.0,0
BRA,F,SRF,0,0,0,2,0.0,0.0,0.0,0
CHN,F,ART,0,0,0,1,0.0,0.0,0.0,0
FIN,M,ROW,0,0,0,5,0.0,0.0,0.0,0
ISR,F,SWM,0,0,0,53,0.0,0.0,0.0,0
BOT,F,WLF,0,0,0,1,0.0,0.0,0.0,0
INA,F,WLF,0,1,0,12,0.0,0.08333333333333333,0.0,1
AUS,M,BDM,0,0,0,2,0.0,0.0,0.0,0
KAZ,M,CTR,0,1,1,40,0.0,0.025,0.025,2
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
SWZ,F,SWM,0,0,0,1,0.0,0.0,0.0,0
FRA,F,TEN,0,0,0,6,0.0,0.0,0.0,0
AUS,F,CRD,0,0,0,6,0.0,0.0,0.0,0
PAK,M,SAL,0,0,0,10,0.0,0.0,0.0,0
PER,M,BOX,0,0,0,10,0.0,0.0,0.0,0
CGO,M,JUD,0,0,0,6,0.0,0.0,0.0,0
AUS,M,HBL,0,0,0,15,0.0,0.0,0.0,0
GER,F,WRF,0,0,0,12,0.0,0.0,0.0,0
TOG,M,BOX,0,0,0,8,0.0,0.0,0.0,0
CHI,F,SAL,0,0,0,5,0.0,0.0,0.0,0
GBR,M,TOW,0,0,0,8,0.0,0.0,0.0,0
FRA,M,SAL,0,0,0,1,0.0,0.0,0.0,0
CHN,M,SAL,0,0,0,38,0.0,0.0,0.0,0
