Year_Before,Year_After,Medals_Before,Medals_After,Delta_Medals,Repeat_Rate,Coaching_Effect_%,File
2008,2012,13,8,-5,0.467,-17.95,Germany_CSL_mens.csv
2012,2016,8,10,2,0.5,12.5,Germany_CSL_mens.csv
2016,2020,10,2,-8,1.0,-80.0,Germany_CSL_mens.csv
2020,2024,2,1,-1,0.333,-16.67,Germany_CSL_mens.csv
2000,2004,1,0,-1,0.667,-66.67,India_WLF_womens.csv
2004,2012,0,0,0,0.0,0.0,India_WLF_womens.csv
2012,2016,0,0,0,0.0,0.0,India_WLF_womens.csv
2016,2020,0,1,1,0.0,0.0,India_WLF_womens.csv
2020,2024,1,0,-1,0.0,-0.0,India_WLF_womens.csv
1996,2004,0,0,0,0.0,0.0,Uzbekistan_CSL_womens.csv
2004,2012,0,0,0,1.0,0.0,Uzbekistan_CSL_womens.csv
2012,2016,0,0,0,0.0,0.0,Uzbekistan_CSL_womens.csv
2004,2008,0,0,0,1.0,0.0,Denmark_GTR_mens.csv
2008,2012,0,0,0,1.0,0.0,Denmark_GTR_mens.csv
1980,1984,0,0,0,0.5,0.0,Mozambique_SWM_mens.csv
1984,1988,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
1988,1992,0,0,0,0.5,0.0,Mozambique_SWM_mens.csv
1992,1996,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
1996,2000,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
2000,2004,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
2004,2008,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
2008,2012,0,0,0,1.0,0.0,Mozambique_SWM_mens.csv
2012,2016,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
2016,2020,0,0,0,1.0,0.0,Mozambique_SWM_mens.csv
2020,2024,0,0,0,0.0,0.0,Mozambique_SWM_mens.csv
1972,1976,16,0,-16,0.429,-42.86,Czechoslovakia_HBL_mens.csv
1976,1988,0,0,0,0.0,0.0,Czechoslovakia_HBL_mens.csv
1988,1992,0,0,0,0.25,0.0,Czechoslovakia_HBL_mens.csv
2020,2024,2,2,0,0.667,0.0,China_CSP_womens.csv
1992,1996,2,0,-2,0.0,-0.0,North_Korea-1_TTE_womens.csv
2008,2012,0,0,0,0.0,0.0,Senegal_CSL_mens.csv
2012,2016,0,0,0,0.0,0.0,Senegal_CSL_mens.csv
2016,2020,0,0,0,0.0,0.0,Senegal_CSL_mens.csv
2020,2024,0,0,0,0.0,0.0,Senegal_CSL_mens.csv
2000,2004,0,0,0,0.0,0.0,Mauritania_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Mauritania_ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Mauritania_ATH_womens.csv
2012,2016,0,0,0,0.0,0.0,Mauritania_ATH_womens.csv
2016,2020,0,0,0,1.0,0.0,Mauritania_ATH_womens.csv
2020,2024,0,0,0,0.0,0.0,Mauritania_ATH_womens.csv
1912,1920,1,0,-1,0.0,-0.0,Great_Britain-2_TEN_womens.csv
1920,1924,0,2,2,0.0,0.0,Great_Britain-2_TEN_womens.csv
1924,2012,2,0,-2,0.0,-0.0,Great_Britain-2_TEN_womens.csv
2012,2016,0,0,0,0.0,0.0,Great_Britain-2_TEN_womens.csv
1980,1984,0,0,0,0.5,0.0,San_Marino_ATH_mens.csv
1984,1988,0,0,0,0.5,0.0,San_Marino_ATH_mens.csv
1988,1992,0,0,0,0.4,0.0,San_Marino_ATH_mens.csv
1992,1996,0,0,0,1.0,0.0,San_Marino_ATH_mens.csv
1996,2000,0,0,0,0.0,0.0,San_Marino_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,San_Marino_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,San_Marino_ATH_mens.csv
2008,2016,0,0,0,0.0,0.0,San_Marino_ATH_mens.csv
2020,2024,1,0,-1,0.0,-0.0,United_Kingdom_BMF_womens.csv
1996,2000,0,0,0,0.25,0.0,Czech_Republic_TEN_mens.csv
2000,2004,0,0,0,0.5,0.0,Czech_Republic_TEN_mens.csv
2004,2008,0,0,0,0.25,0.0,Czech_Republic_TEN_mens.csv
2008,2012,0,0,0,1.0,0.0,Czech_Republic_TEN_mens.csv
2012,2016,0,1,1,0.5,50.0,Czech_Republic_TEN_mens.csv
2016,2020,1,0,-1,0.0,-0.0,Czech_Republic_TEN_mens.csv
1988,1996,0,0,0,0.0,0.0,Ecuador_SHO_womens.csv
1996,2000,0,0,0,0.0,0.0,Ecuador_SHO_womens.csv
2000,2004,0,0,0,1.0,0.0,Ecuador_SHO_womens.csv
2004,2008,0,0,0,1.0,0.0,Ecuador_SHO_womens.csv
2008,2012,0,0,0,0.0,0.0,Ecuador_SHO_womens.csv
2012,2016,0,0,0,0.0,0.0,Ecuador_SHO_womens.csv
2016,2020,0,0,0,0.0,0.0,Ecuador_SHO_womens.csv
2020,2024,0,0,0,1.0,0.0,Ecuador_SHO_womens.csv
2012,2016,0,0,0,1.0,0.0,Dominican_Republic_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Dominican_Republic_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Dominican_Republic_SWM_womens.csv
1968,1996,0,0,0,0.0,0.0,El_Salvador_WLF_mens.csv
1996,2012,0,0,0,0.0,0.0,El_Salvador_WLF_mens.csv
2012,2016,0,0,0,1.0,0.0,El_Salvador_WLF_mens.csv
1924,1988,0,0,0,0.0,0.0,Mexico_TEN_mens.csv
1988,1992,0,0,0,1.0,0.0,Mexico_TEN_mens.csv
1992,1996,0,0,0,0.0,0.0,Mexico_TEN_mens.csv
1996,2000,0,0,0,0.5,0.0,Mexico_TEN_mens.csv
2000,2016,0,0,0,0.0,0.0,Mexico_TEN_mens.csv
1920,1924,0,0,0,0.0,0.0,Spain-1_TEN_mens.csv
1924,2004,0,0,0,0.0,0.0,Spain-1_TEN_mens.csv
2004,2008,0,0,0,0.5,0.0,Spain-1_TEN_mens.csv
2008,2012,0,0,0,0.0,0.0,Spain-1_TEN_mens.csv
2012,2016,0,0,0,0.5,0.0,Spain-1_TEN_mens.csv
1984,1988,0,0,0,0.5,0.0,Monaco_JUD_mens.csv
1988,1996,0,0,0,0.0,0.0,Monaco_JUD_mens.csv
1996,2000,0,0,0,1.0,0.0,Monaco_JUD_mens.csv
2000,2008,0,0,0,0.0,0.0,Monaco_JUD_mens.csv
2008,2012,0,0,0,1.0,0.0,Monaco_JUD_mens.csv
2012,2016,0,0,0,1.0,0.0,Monaco_JUD_mens.csv
2016,2020,0,0,0,0.0,0.0,Monaco_JUD_mens.csv
2020,2024,0,0,0,0.0,0.0,Monaco_JUD_mens.csv
2016,2024,0,0,0,0.0,0.0,Barbados_TRI_mens.csv
1900,1906,3,8,5,0.333,55.56,United_Kingdom_SWM_mens.csv
1906,1908,8,10,2,0.143,3.57,United_Kingdom_SWM_mens.csv
1908,1912,10,7,-3,0.667,-20.0,United_Kingdom_SWM_mens.csv
1912,1920,7,4,-3,0.25,-10.71,United_Kingdom_SWM_mens.csv
1920,1924,4,0,-4,0.4,-40.0,United_Kingdom_SWM_mens.csv
1924,1928,0,0,0,0.364,0.0,United_Kingdom_SWM_mens.csv
1928,1932,0,0,0,0.5,0.0,United_Kingdom_SWM_mens.csv
1932,1936,0,0,0,0.375,0.0,United_Kingdom_SWM_mens.csv
1936,1948,0,0,0,0.062,0.0,United_Kingdom_SWM_mens.csv
1948,1952,0,0,0,0.3,0.0,United_Kingdom_SWM_mens.csv
1952,1956,0,0,0,0.333,0.0,United_Kingdom_SWM_mens.csv
1956,1960,0,0,0,0.25,0.0,United_Kingdom_SWM_mens.csv
1960,1964,0,1,1,0.111,11.11,United_Kingdom_SWM_mens.csv
1964,1968,1,1,0,0.182,0.0,United_Kingdom_SWM_mens.csv
1968,1972,1,1,0,0.0,0.0,United_Kingdom_SWM_mens.csv
1972,1976,1,6,5,0.286,142.86,United_Kingdom_SWM_mens.csv
1976,1980,6,8,2,0.267,8.89,United_Kingdom_SWM_mens.csv
1980,1984,8,5,-3,0.222,-8.33,United_Kingdom_SWM_mens.csv
1984,1988,5,3,-2,0.368,-14.74,United_Kingdom_SWM_mens.csv
1988,1992,3,1,-2,0.389,-25.93,United_Kingdom_SWM_mens.csv
1992,1996,1,2,1,0.4,40.0,United_Kingdom_SWM_mens.csv
1996,2000,2,0,-2,0.444,-44.44,United_Kingdom_SWM_mens.csv
2000,2004,0,2,2,0.2,40.0,United_Kingdom_SWM_mens.csv
2004,2008,2,1,-1,0.381,-19.05,United_Kingdom_SWM_mens.csv
2008,2012,1,1,0,0.391,0.0,United_Kingdom_SWM_mens.csv
2012,2016,1,10,9,0.312,281.25,United_Kingdom_SWM_mens.csv
2016,2020,10,17,7,0.353,24.71,United_Kingdom_SWM_mens.csv
2020,2024,17,10,-7,0.647,-26.64,United_Kingdom_SWM_mens.csv
1992,1996,0,0,0,0.5,0.0,India_JUD_mens.csv
1996,2004,0,0,0,0.0,0.0,India_JUD_mens.csv
2004,2016,0,0,0,0.0,0.0,India_JUD_mens.csv
2020,2024,0,0,0,0.333,0.0,United_States_CRD_mens.csv
1912,1920,1,0,-1,0.0,-0.0,Sweden-1_TEN_womens.csv
1920,1924,0,0,0,1.0,0.0,Sweden-1_TEN_womens.csv
2020,2024,0,0,0,0.0,0.0,Argentina_BMX_mens.csv
2000,2004,0,0,0,0.0,0.0,Senegal_SWM_womens.csv
2004,2008,0,0,0,0.0,0.0,Senegal_SWM_womens.csv
2008,2012,0,0,0,0.0,0.0,Senegal_SWM_womens.csv
2012,2016,0,0,0,0.0,0.0,Senegal_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Senegal_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Senegal_SWM_womens.csv
1956,1960,0,0,0,0.0,0.0,Malaya_SHO_mens.csv
2000,2004,0,0,0,0.0,0.0,Rwanda_SWM_mens.csv
2004,2008,0,0,0,0.0,0.0,Rwanda_SWM_mens.csv
2008,2012,0,0,0,1.0,0.0,Rwanda_SWM_mens.csv
2012,2016,0,0,0,0.0,0.0,Rwanda_SWM_mens.csv
2016,2020,0,0,0,0.0,0.0,Rwanda_SWM_mens.csv
2020,2024,0,0,0,0.0,0.0,Rwanda_SWM_mens.csv
2008,2012,0,1,1,0.667,66.67,Serbia_SHO_mens.csv
2012,2016,1,0,-1,0.2,-20.0,Serbia_SHO_mens.csv
2016,2020,0,2,2,0.333,66.67,Serbia_SHO_mens.csv
2020,2024,2,1,-1,0.5,-25.0,Serbia_SHO_mens.csv
2004,2016,0,0,0,0.0,0.0,Costa_Rica_CTR_womens.csv
1972,1980,0,0,0,0.0,0.0,Luxembourg_ARC_mens.csv
1980,1984,0,0,0,0.5,0.0,Luxembourg_ARC_mens.csv
1984,2004,0,0,0,0.0,0.0,Luxembourg_ARC_mens.csv
2004,2012,0,0,0,1.0,0.0,Luxembourg_ARC_mens.csv
2012,2020,0,0,0,1.0,0.0,Luxembourg_ARC_mens.csv
2020,2024,0,0,0,0.0,0.0,Luxembourg_ARC_mens.csv
1980,1984,0,0,0,0.2,0.0,Cameroon_WRF_mens.csv
1984,1988,0,0,0,0.25,0.0,Cameroon_WRF_mens.csv
1988,1996,0,0,0,0.0,0.0,Cameroon_WRF_mens.csv
1996,2000,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,Sao_Tome_And_Principe_ATH_mens.csv
1968,1972,0,0,0,0.5,0.0,Uruguay_SWM_womens.csv
1972,1976,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
1976,1984,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
1984,1996,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
1996,2000,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
2000,2004,0,0,0,1.0,0.0,Uruguay_SWM_womens.csv
2004,2008,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
2008,2012,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
2012,2016,0,0,0,1.0,0.0,Uruguay_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Uruguay_SWM_womens.csv
2020,2024,0,0,0,1.0,0.0,Uruguay_SWM_womens.csv
2008,2012,0,0,0,0.0,0.0,Tanzania_SWM_mens.csv
2012,2016,0,0,0,0.0,0.0,Tanzania_SWM_mens.csv
2016,2024,0,0,0,0.0,0.0,Tanzania_SWM_mens.csv
2020,2024,0,0,0,0.0,0.0,United_Kingdom_CLB_womens.csv
2004,2016,0,0,0,0.0,0.0,Indonesia_ROW_womens.csv
2016,2020,0,0,0,0.0,0.0,Indonesia_ROW_womens.csv
1992,1996,0,0,0,1.0,0.0,Bermuda_SAL_womens.csv
1996,2000,0,0,0,0.0,0.0,Bermuda_SAL_womens.csv
2000,2004,0,0,0,0.0,0.0,Bermuda_SAL_womens.csv
2004,2016,0,0,0,0.0,0.0,Bermuda_SAL_womens.csv
2016,2024,0,0,0,0.0,0.0,Bermuda_SAL_womens.csv
1964,1972,4,4,0,0.0,0.0,Japan_JUD_mens.csv
1972,1976,4,5,1,0.0,0.0,Japan_JUD_mens.csv
1976,1984,5,5,0,0.0,0.0,Japan_JUD_mens.csv
1984,1988,5,4,-1,0.286,-5.71,Japan_JUD_mens.csv
1988,1992,4,5,1,0.286,7.14,Japan_JUD_mens.csv
1992,1996,5,4,-1,0.429,-8.57,Japan_JUD_mens.csv
1996,2000,4,4,0,0.571,0.0,Japan_JUD_mens.csv
2000,2004,4,4,0,0.286,0.0,Japan_JUD_mens.csv
2004,2008,4,2,-2,0.429,-21.43,Japan_JUD_mens.csv
2008,2012,2,4,2,0.143,14.29,Japan_JUD_mens.csv
2012,2016,4,7,3,0.143,10.71,Japan_JUD_mens.csv
2016,2020,7,11,4,0.571,32.65,Japan_JUD_mens.csv
2020,2024,11,12,1,0.429,3.9,Japan_JUD_mens.csv
1952,1956,1,1,0,0.0,0.0,Russia_CSL_womens.csv
1956,1960,1,3,2,0.0,0.0,Russia_CSL_womens.csv
1960,1964,3,1,-2,0.333,-22.22,Russia_CSL_womens.csv
1964,1968,1,3,2,1.0,200.0,Russia_CSL_womens.csv
1968,1972,3,3,0,0.25,0.0,Russia_CSL_womens.csv
1972,1976,3,3,0,0.0,0.0,Russia_CSL_womens.csv
1976,1980,3,3,0,0.667,0.0,Russia_CSL_womens.csv
1980,1988,3,0,-3,0.0,-0.0,Russia_CSL_womens.csv
1988,1996,0,0,0,0.0,0.0,Russia_CSL_womens.csv
1996,2000,0,0,0,0.5,0.0,Russia_CSL_womens.csv
2000,2004,0,0,0,0.0,0.0,Russia_CSL_womens.csv
2004,2008,0,0,0,0.0,0.0,Russia_CSL_womens.csv
2008,2012,0,0,0,0.167,0.0,Russia_CSL_womens.csv
2012,2016,0,0,0,0.333,0.0,Russia_CSL_womens.csv
2016,2020,0,0,0,0.0,0.0,Russia_CSL_womens.csv
1912,1924,0,0,0,0.0,0.0,Denmark-1_TEN_mens.csv
2008,2024,0,0,0,0.0,0.0,Algeria_BDM_mens.csv
2012,2020,0,0,0,0.0,0.0,Singapore_GAR_womens.csv
1976,1980,0,0,0,1.0,0.0,Bulgaria_SHO_womens.csv
1980,1988,0,1,1,0.5,50.0,Bulgaria_SHO_womens.csv
1988,1992,1,3,2,0.333,66.67,Bulgaria_SHO_womens.csv
1992,1996,3,2,-1,1.0,-33.33,Bulgaria_SHO_womens.csv
1996,2000,2,1,-1,1.0,-50.0,Bulgaria_SHO_womens.csv
2000,2004,1,2,1,1.0,100.0,Bulgaria_SHO_womens.csv
2004,2008,2,0,-2,0.333,-33.33,Bulgaria_SHO_womens.csv
2008,2012,0,0,0,0.333,0.0,Bulgaria_SHO_womens.csv
2012,2016,0,0,0,1.0,0.0,Bulgaria_SHO_womens.csv
2016,2020,0,1,1,0.0,0.0,Bulgaria_SHO_womens.csv
2020,2024,1,0,-1,1.0,-100.0,Bulgaria_SHO_womens.csv
1976,1980,0,0,0,0.0,0.0,Kuwait_DIV_mens.csv
1980,1984,0,0,0,0.0,0.0,Kuwait_DIV_mens.csv
1984,1988,0,0,0,1.0,0.0,Kuwait_DIV_mens.csv
1988,1996,0,0,0,0.0,0.0,Kuwait_DIV_mens.csv
1980,1984,0,0,0,1.0,0.0,Mexico_ROW_womens.csv
1984,1992,0,0,0,0.0,0.0,Mexico_ROW_womens.csv
1992,1996,0,0,0,0.0,0.0,Mexico_ROW_womens.csv
1996,2000,0,0,0,0.5,0.0,Mexico_ROW_womens.csv
2000,2004,0,0,0,0.0,0.0,Mexico_ROW_womens.csv
2004,2008,0,0,0,0.5,0.0,Mexico_ROW_womens.csv
2008,2012,0,0,0,0.0,0.0,Mexico_ROW_womens.csv
2012,2016,0,0,0,0.0,0.0,Mexico_ROW_womens.csv
2016,2020,0,0,0,0.0,0.0,Mexico_ROW_womens.csv
2020,2024,0,0,0,1.0,0.0,Mexico_ROW_womens.csv
1936,1948,0,0,0,0.0,0.0,Philippines_WRF_mens.csv
1948,1952,0,0,0,0.0,0.0,Philippines_WRF_mens.csv
1952,1956,0,0,0,0.0,0.0,Philippines_WRF_mens.csv
1956,1964,0,0,0,0.0,0.0,Philippines_WRF_mens.csv
1964,1968,0,0,0,0.5,0.0,Philippines_WRF_mens.csv
1968,1972,0,0,0,0.667,0.0,Philippines_WRF_mens.csv
1972,1988,0,0,0,0.0,0.0,Philippines_WRF_mens.csv
1992,1996,0,0,0,1.0,0.0,Kuwait_WLF_mens.csv
1984,1988,0,0,0,0.0,0.0,Saudi_Arabia_ARC_mens.csv
1976,1980,0,0,0,0.7,0.0,Hungary_ROW_womens.csv
1980,1988,0,0,0,0.0,0.0,Hungary_ROW_womens.csv
1988,1992,0,0,0,0.667,0.0,Hungary_ROW_womens.csv
1992,2000,0,0,0,0.0,0.0,Hungary_ROW_womens.csv
2000,2004,0,0,0,0.5,0.0,Hungary_ROW_womens.csv
1980,2012,0,0,0,0.0,0.0,Ireland_MPN_mens.csv
2012,2016,0,0,0,1.0,0.0,Ireland_MPN_mens.csv
1908,1920,2,0,-2,0.0,-0.0,United_Kingdom_FSK_mens.csv
2000,2020,0,0,0,0.0,0.0,Belgium_WLF_womens.csv
2020,2024,0,0,0,1.0,0.0,Belgium_WLF_womens.csv
1932,1936,1,1,0,0.5,0.0,Japan_SWM_womens.csv
1936,1952,1,0,-1,0.0,-0.0,Japan_SWM_womens.csv
1952,1956,0,0,0,0.0,0.0,Japan_SWM_womens.csv
1956,1960,0,1,1,0.429,42.86,Japan_SWM_womens.csv
1960,1964,1,0,-1,0.143,-14.29,Japan_SWM_womens.csv
1964,1968,0,0,0,0.0,0.0,Japan_SWM_womens.csv
1968,1972,0,1,1,0.364,36.36,Japan_SWM_womens.csv
1972,1976,1,0,-1,0.125,-12.5,Japan_SWM_womens.csv
1976,1984,0,0,0,0.0,0.0,Japan_SWM_womens.csv
1984,1988,0,0,0,0.273,0.0,Japan_SWM_womens.csv
1988,1992,0,1,1,0.077,7.69,Japan_SWM_womens.csv
1992,1996,1,0,-1,0.286,-28.57,Japan_SWM_womens.csv
1996,2000,0,7,7,0.333,233.33,Japan_SWM_womens.csv
2000,2004,7,3,-4,0.455,-25.97,Japan_SWM_womens.csv
2004,2008,3,1,-2,0.2,-13.33,Japan_SWM_womens.csv
2008,2012,1,8,7,0.267,186.67,Japan_SWM_womens.csv
2012,2016,8,2,-6,0.389,-29.17,Japan_SWM_womens.csv
2016,2020,2,2,0,0.375,0.0,Japan_SWM_womens.csv
2020,2024,2,0,-2,0.538,-53.85,Japan_SWM_womens.csv
1992,2012,0,0,0,0.0,0.0,Rwanda_CTR_mens.csv
2012,2016,0,0,0,0.5,0.0,Rwanda_CTR_mens.csv
1988,1992,0,0,0,1.0,0.0,Canada_TTE_mens.csv
1992,1996,0,0,0,0.5,0.0,Canada_TTE_mens.csv
1996,2000,0,0,0,0.5,0.0,Canada_TTE_mens.csv
2000,2004,0,0,0,0.5,0.0,Canada_TTE_mens.csv
2004,2008,0,0,0,0.0,0.0,Canada_TTE_mens.csv
2008,2012,0,0,0,0.0,0.0,Canada_TTE_mens.csv
2012,2016,0,0,0,1.0,0.0,Canada_TTE_mens.csv
2016,2020,0,0,0,0.0,0.0,Canada_TTE_mens.csv
2020,2024,0,0,0,0.667,0.0,Canada_TTE_mens.csv
1904,1906,1,2,1,0.25,25.0,Germany_DIV_mens.csv
1906,1908,2,3,1,0.6,30.0,Germany_DIV_mens.csv
1908,1912,3,4,1,0.5,16.67,Germany_DIV_mens.csv
1912,1928,4,0,-4,0.0,-0.0,Germany_DIV_mens.csv
1928,1932,0,0,0,0.0,0.0,Germany_DIV_mens.csv
1932,1936,0,1,1,0.2,20.0,Germany_DIV_mens.csv
1936,1952,1,1,0,0.0,0.0,Germany_DIV_mens.csv
1952,1960,1,0,-1,0.0,-0.0,Germany_DIV_mens.csv
1960,1964,0,0,0,0.4,0.0,Germany_DIV_mens.csv
1964,1992,0,0,0,0.0,0.0,Germany_DIV_mens.csv
1992,1996,0,1,1,0.667,66.67,Germany_DIV_mens.csv
1996,2000,1,2,1,0.5,50.0,Germany_DIV_mens.csv
2000,2004,2,2,0,0.5,0.0,Germany_DIV_mens.csv
2004,2008,2,2,0,0.0,0.0,Germany_DIV_mens.csv
2008,2012,2,0,-2,0.5,-50.0,Germany_DIV_mens.csv
2012,2016,0,1,1,1.0,100.0,Germany_DIV_mens.csv
2016,2020,1,2,1,0.4,40.0,Germany_DIV_mens.csv
2020,2024,2,0,-2,0.75,-75.0,Germany_DIV_mens.csv
1908,1932,0,0,0,0.0,0.0,Canada_FEN_mens.csv
1932,1936,0,0,0,0.2,0.0,Canada_FEN_mens.csv
1936,1948,0,0,0,0.0,0.0,Canada_FEN_mens.csv
1948,1952,0,0,0,0.5,0.0,Canada_FEN_mens.csv
1952,1956,0,0,0,1.0,0.0,Canada_FEN_mens.csv
1956,1960,0,0,0,0.0,0.0,Canada_FEN_mens.csv
1960,1964,0,0,0,0.0,0.0,Canada_FEN_mens.csv
1964,1968,0,0,0,0.25,0.0,Canada_FEN_mens.csv
1968,1972,0,0,0,0.4,0.0,Canada_FEN_mens.csv
1972,1976,0,0,0,0.0,0.0,Canada_FEN_mens.csv
1976,1984,0,0,0,0.3,0.0,Canada_FEN_mens.csv
1984,1988,0,0,0,0.385,0.0,Canada_FEN_mens.csv
1988,1992,0,0,0,0.636,0.0,Canada_FEN_mens.csv
1992,1996,0,0,0,0.857,0.0,Canada_FEN_mens.csv
1996,2000,0,0,0,0.0,0.0,Canada_FEN_mens.csv
2000,2004,0,0,0,0.0,0.0,Canada_FEN_mens.csv
2004,2008,0,0,0,0.333,0.0,Canada_FEN_mens.csv
2008,2012,0,0,0,0.5,0.0,Canada_FEN_mens.csv
2012,2016,0,0,0,0.0,0.0,Canada_FEN_mens.csv
2016,2020,0,0,0,0.0,0.0,Canada_FEN_mens.csv
2020,2024,0,0,0,0.333,0.0,Canada_FEN_mens.csv
2020,2024,0,0,0,0.2,0.0,Ukraine_CSP_mens.csv
1912,1920,0,1,1,0.0,0.0,United_Kingdom_ART_mens.csv
1920,1924,1,0,-1,0.0,-0.0,United_Kingdom_ART_mens.csv
1924,1928,0,1,1,0.027,2.7,United_Kingdom_ART_mens.csv
1928,1932,1,1,0,0.438,0.0,United_Kingdom_ART_mens.csv
1932,1948,1,3,2,0.097,19.44,United_Kingdom_ART_mens.csv
1896,1900,2,1,-1,0.0,-0.0,United_Kingdom_CTR_mens.csv
1900,1906,1,6,5,0.0,0.0,United_Kingdom_CTR_mens.csv
1906,1908,6,14,8,0.139,18.52,United_Kingdom_CTR_mens.csv
1908,1920,14,9,-5,0.154,-5.49,United_Kingdom_CTR_mens.csv
1920,1924,9,2,-7,0.417,-32.41,United_Kingdom_CTR_mens.csv
1924,1928,2,11,9,0.083,37.5,United_Kingdom_CTR_mens.csv
1928,1932,11,6,-5,0.286,-12.99,United_Kingdom_CTR_mens.csv
1932,1936,6,4,-2,0.273,-9.09,United_Kingdom_CTR_mens.csv
1936,1948,4,12,8,0.0,0.0,United_Kingdom_CTR_mens.csv
1948,1952,12,4,-8,0.083,-5.56,United_Kingdom_CTR_mens.csv
1952,1956,4,9,5,0.083,10.42,United_Kingdom_CTR_mens.csv
1956,1960,9,0,-9,0.25,-25.0,United_Kingdom_CTR_mens.csv
1960,1964,0,0,0,0.083,0.0,United_Kingdom_CTR_mens.csv
1964,1968,0,0,0,0.071,0.0,United_Kingdom_CTR_mens.csv
1968,1972,0,4,4,0.182,72.73,United_Kingdom_CTR_mens.csv
1972,1976,4,4,0,0.182,0.0,United_Kingdom_CTR_mens.csv
1976,1980,4,0,-4,0.083,-8.33,United_Kingdom_CTR_mens.csv
1980,1984,0,0,0,0.083,0.0,United_Kingdom_CTR_mens.csv
1984,1988,0,0,0,0.077,0.0,United_Kingdom_CTR_mens.csv
1988,1992,0,1,1,0.231,23.08,United_Kingdom_CTR_mens.csv
1992,1996,1,2,1,0.231,23.08,United_Kingdom_CTR_mens.csv
1996,2000,2,9,7,0.375,131.25,United_Kingdom_CTR_mens.csv
2000,2004,9,10,1,0.529,5.88,United_Kingdom_CTR_mens.csv
2004,2008,10,14,4,0.556,22.22,United_Kingdom_CTR_mens.csv
2008,2012,14,12,-2,0.643,-9.18,United_Kingdom_CTR_mens.csv
2012,2016,12,12,0,0.625,0.0,United_Kingdom_CTR_mens.csv
2016,2020,12,10,-2,0.3,-5.0,United_Kingdom_CTR_mens.csv
2020,2024,10,10,0,0.5,0.0,United_Kingdom_CTR_mens.csv
1896,1904,0,2,2,0.0,0.0,Germany_WLF_mens.csv
1904,1906,2,3,1,0.0,0.0,Germany_WLF_mens.csv
1906,1928,3,3,0,0.0,0.0,Germany_WLF_mens.csv
1928,1932,3,3,0,0.5,0.0,Germany_WLF_mens.csv
1932,1936,3,5,2,0.1,6.67,Germany_WLF_mens.csv
1936,1952,5,0,-5,0.0,-0.0,Germany_WLF_mens.csv
1952,1956,0,0,0,0.0,0.0,Germany_WLF_mens.csv
1956,1960,0,0,0,0.143,0.0,Germany_WLF_mens.csv
1960,1964,0,0,0,0.167,0.0,Germany_WLF_mens.csv
1964,1992,0,3,3,0.0,0.0,Germany_WLF_mens.csv
1992,1996,3,3,0,0.6,0.0,Germany_WLF_mens.csv
1996,2000,3,2,-1,0.75,-25.0,Germany_WLF_mens.csv
2000,2004,2,0,-2,0.5,-50.0,Germany_WLF_mens.csv
2004,2008,0,1,1,0.0,0.0,Germany_WLF_mens.csv
2008,2012,1,0,-1,1.0,-100.0,Germany_WLF_mens.csv
2012,2016,0,0,0,0.5,0.0,Germany_WLF_mens.csv
2016,2020,0,0,0,0.0,0.0,Germany_WLF_mens.csv
1996,2000,0,0,0,1.0,0.0,Brunei_SHO_mens.csv
1988,1992,0,0,0,0.5,0.0,Brazil_TTE_mens.csv
1992,1996,0,0,0,0.5,0.0,Brazil_TTE_mens.csv
1996,2000,0,0,0,0.5,0.0,Brazil_TTE_mens.csv
2000,2004,0,0,0,0.333,0.0,Brazil_TTE_mens.csv
2004,2008,0,0,0,0.667,0.0,Brazil_TTE_mens.csv
2008,2012,0,0,0,1.0,0.0,Brazil_TTE_mens.csv
2012,2016,0,0,0,0.333,0.0,Brazil_TTE_mens.csv
2016,2020,0,0,0,0.667,0.0,Brazil_TTE_mens.csv
2020,2024,0,0,0,0.667,0.0,Brazil_TTE_mens.csv
