Year_Start,Year_End,Returning_Athlete_Effect,New_Athlete_Effect,Coaching_Effect,Z_Score,P_Value,Significant,File,Abs_Coaching_Effect
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Croatia_TKW_womens.csv,0.0
2004,2008,1.0,1.0,4.0,0.0,1.0,False,Croatia_TKW_womens.csv,4.0
2000,2004,-1.0,0.0,-2.0,0.0,1.0,False,Macedonia_WRF_mens.csv,2.0
1928,1932,0.0,1.0,1.05,1.013,0.31086,False,United_States_ART_womens.csv,1.05
1932,1936,0.0,0.0,0.0,0.0,1.0,False,United_States_ART_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Belarus_MPN_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Belarus_MPN_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Kazakhstan_SWA_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Kazakhstan_SWA_womens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Kazakhstan_SWA_womens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Netherlands_TTE_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Netherlands_TTE_womens.csv,0.0
1920,1924,0.0,1.0,1.33,1.061,0.28884,False,France_EVE_mens.csv,1.33
1924,1928,0.0,2.0,2.57,1.673,0.09426,False,France_EVE_mens.csv,2.57
1928,1932,0.0,2.0,3.0,0.0,1.0,False,France_EVE_mens.csv,3.0
1932,1936,0.0,2.0,2.25,1.633,0.10247,False,France_EVE_mens.csv,2.25
1936,1948,0.0,4.0,4.57,3.055,0.00225,True,France_EVE_mens.csv,4.57
1948,1952,-2.0,2.0,-3.0,-1.0,0.31731,False,France_EVE_mens.csv,3.0
1952,1956,-2.0,0.0,-5.33,-2.449,0.01431,True,France_EVE_mens.csv,5.33
1956,1960,0.0,4.0,5.6,4.472,1e-05,True,France_EVE_mens.csv,5.6
1960,1964,0.0,0.0,0.0,0.0,1.0,False,France_EVE_mens.csv,0.0
1964,1968,0.0,2.0,2.4,1.826,0.06789,False,France_EVE_mens.csv,2.4
1968,1972,-1.0,0.0,-9.0,0.0,1.0,False,France_EVE_mens.csv,9.0
1972,1976,2.0,2.0,8.53,3.053,0.00227,True,France_EVE_mens.csv,8.53
1984,1988,3.0,2.0,11.2,6.39,0.0,True,France_EVE_mens.csv,11.2
1988,1992,0.0,2.0,2.67,1.732,0.08326,False,France_EVE_mens.csv,2.67
1992,1996,-1.0,0.0,-9.0,0.0,1.0,False,France_EVE_mens.csv,9.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,France_EVE_mens.csv,0.0
2000,2004,2.0,3.0,12.0,7.348,0.0,True,France_EVE_mens.csv,12.0
2012,2016,1.0,7.0,16.88,16.036,0.0,True,France_EVE_mens.csv,16.88
2020,2024,1.0,2.0,6.0,4.243,2e-05,True,France_EVE_mens.csv,6.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Australia_TKW_mens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Australia_TKW_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Cote_D_Ivoire_CSL_mens.csv,0.0
1972,1984,0.0,0.0,0.0,0.0,1.0,False,Cote_D_Ivoire_CSL_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Cote_D_Ivoire_CSL_mens.csv,0.0
1984,1992,0.0,0.0,0.0,0.0,1.0,False,Austria_HBL_womens.csv,0.0
1992,2000,0.0,0.0,0.0,0.0,1.0,False,Austria_HBL_womens.csv,0.0
1960,1964,0.0,1.0,1.33,1.225,0.22067,False,Nigeria_BOX_mens.csv,1.33
1968,1972,0.0,1.0,1.2,1.118,0.26355,False,Nigeria_BOX_mens.csv,1.2
1980,1984,0.0,1.0,1.5,1.155,0.24821,False,Nigeria_BOX_mens.csv,1.5
1988,1992,0.0,2.0,2.25,1.633,0.10247,False,Nigeria_BOX_mens.csv,2.25
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Nigeria_BOX_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Hong_Kong_TTE_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Hong_Kong_TTE_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Hong_Kong_TTE_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Hong_Kong_TTE_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Hong_Kong_FEN_mens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,Hong_Kong_FEN_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Greece_EVE_womens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,South_Korea_FBL_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,South_Korea_FBL_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,South_Korea_FBL_mens.csv,0.0
2008,2012,3.0,15.0,36.0,0.0,1.0,False,South_Korea_FBL_mens.csv,36.0
1952,1956,0.0,4.0,5.0,0.0,1.0,False,Romania_CSL_mens.csv,5.0
1956,1960,-2.0,0.0,-4.5,-1.633,0.10247,False,Romania_CSL_mens.csv,4.5
1960,1964,2.0,4.0,12.0,4.0,6e-05,True,Romania_CSL_mens.csv,12.0
1964,1968,-2.0,4.0,2.7,0.976,0.32911,False,Romania_CSL_mens.csv,2.7
1968,1972,2.0,2.0,8.1,2.707,0.00678,True,Romania_CSL_mens.csv,8.1
1972,1976,-3.0,6.0,-1.43,-1.08,0.28009,False,Romania_CSL_mens.csv,1.43
1976,1980,2.0,4.0,11.79,3.432,0.0006,True,Romania_CSL_mens.csv,11.79
1980,1984,0.0,1.0,1.67,1.095,0.27332,False,Romania_CSL_mens.csv,1.67
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Romania_CSL_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Romania_CSL_mens.csv,0.0
1992,1996,1.0,3.0,9.17,3.464,0.00053,True,Romania_CSL_mens.csv,9.17
1996,2000,0.0,4.0,6.0,3.464,0.00053,True,Romania_CSL_mens.csv,6.0
2000,2004,-4.0,0.0,-8.0,0.0,1.0,False,Romania_CSL_mens.csv,8.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Romania_CSL_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Romania_CSL_mens.csv,0.0
1952,1960,0.0,0.0,0.0,0.0,1.0,False,Romania_ROW_mens.csv,0.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Romania_ROW_mens.csv,0.0
1968,1972,3.0,0.0,6.75,3.464,0.00053,True,Romania_ROW_mens.csv,6.75
1972,1976,-1.0,0.0,-2.5,-1.414,0.1573,False,Romania_ROW_mens.csv,2.5
1976,1980,0.0,0.0,0.0,0.0,1.0,False,Romania_ROW_mens.csv,0.0
1980,1984,2.0,3.0,10.0,0.0,1.0,False,Romania_ROW_mens.csv,10.0
1984,1988,0.0,6.0,8.0,0.0,1.0,False,Romania_ROW_mens.csv,8.0
1988,1992,-2.0,11.0,12.86,4.183,3e-05,True,Romania_ROW_mens.csv,12.86
1992,1996,-9.0,0.0,-13.0,0.0,1.0,False,Romania_ROW_mens.csv,13.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Romania_ROW_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Romania_ROW_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Romania_ROW_mens.csv,0.0
2016,2020,1.0,5.0,14.17,2.229,0.02584,True,Romania_ROW_mens.csv,14.17
2020,2024,-2.0,2.0,-3.81,-0.89,0.37336,False,Romania_ROW_mens.csv,3.81
1920,1924,4.0,2.0,12.0,0.0,1.0,False,Canada_SHO_mens.csv,12.0
1952,1956,1.0,1.0,6.25,5.774,0.0,True,Canada_SHO_mens.csv,6.25
1956,1960,-1.0,0.0,-7.0,0.0,1.0,False,Canada_SHO_mens.csv,7.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Canada_SHO_mens.csv,0.0
1996,2000,-3.0,0.0,-4.5,-3.464,0.00053,True,Ukraine_ROW_womens.csv,4.5
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Ukraine_ROW_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Ukraine_ROW_womens.csv,0.0
2008,2012,2.0,2.0,9.0,6.0,0.0,True,Ukraine_ROW_womens.csv,9.0
2012,2016,-1.0,0.0,-2.0,-1.414,0.1573,False,Ukraine_ROW_womens.csv,2.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Canada_CTR_womens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Canada_CTR_womens.csv,0.0
1992,1996,1.0,2.0,6.0,2.309,0.02092,True,Canada_CTR_womens.csv,6.0
1996,2000,-3.0,0.0,-6.0,-3.464,0.00053,True,Canada_CTR_womens.csv,6.0
2000,2004,1.0,1.0,4.08,1.677,0.09348,False,Canada_CTR_womens.csv,4.08
2004,2008,-1.0,0.0,-7.0,0.0,1.0,False,Canada_CTR_womens.csv,7.0
2008,2012,0.0,3.0,3.38,2.191,0.02846,True,Canada_CTR_womens.csv,3.38
2012,2016,0.0,4.0,6.86,1.579,0.11436,False,Canada_CTR_womens.csv,6.86
2016,2020,-2.0,2.0,-5.33,-3.464,0.00053,True,Canada_CTR_womens.csv,5.33
2020,2024,-2.0,0.0,-4.5,-2.0,0.0455,True,Canada_CTR_womens.csv,4.5
1920,1924,-1.0,6.0,-9.6,-4.743,0.0,True,United_States_BOX_mens.csv,9.6
1964,1968,0.0,6.0,6.6,3.873,0.00011,True,United_States_BOX_mens.csv,6.6
1968,1972,-1.0,4.0,-6.6,-3.873,0.00011,True,United_States_BOX_mens.csv,6.6
1972,1976,0.0,7.0,7.7,4.83,0.0,True,United_States_BOX_mens.csv,7.7
2004,2008,0.0,1.0,1.14,1.08,0.28009,False,United_States_BOX_mens.csv,1.14
2008,2012,0.0,0.0,0.0,0.0,1.0,False,United_States_BOX_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Italy_ROW_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Italy_ROW_womens.csv,0.0
2016,2020,1.0,1.0,6.25,1.678,0.09328,False,Italy_ROW_womens.csv,6.25
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Italy_ROW_womens.csv,0.0
1936,1948,0.0,0.0,0.0,0.0,1.0,False,Egypt_BKB_mens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,Egypt_BKB_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Egypt_BKB_mens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,Egypt_BKB_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Egypt_BKB_mens.csv,0.0
2004,2008,-1.0,1.0,0.0,0.0,1.0,False,Turkey_WLF_womens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Croatia_SWM_mens.csv,0.0
2000,2004,1.0,0.0,1.8,1.118,0.26355,False,Croatia_SWM_mens.csv,1.8
2004,2008,-1.0,0.0,-2.25,-1.155,0.24821,False,Croatia_SWM_mens.csv,2.25
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Croatia_SWM_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Liberia_ATH_womens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Liberia_ATH_womens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Sweden_GLF_womens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Egypt_SWA_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Egypt_SWA_womens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Egypt_SWA_womens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Canada_TTE_womens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Canada_TTE_womens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Ireland_SWM_mens.csv,0.0
1976,1980,0.0,0.0,0.0,0.0,1.0,False,Ireland_SWM_mens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Ireland_SWM_mens.csv,0.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Ireland_SWM_mens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,Sri_Lanka_BOX_mens.csv,0.0
2004,2012,-1.0,0.0,-2.0,0.0,1.0,False,Egypt_TKW_mens.csv,2.0
2020,2024,-1.0,0.0,-2.0,0.0,1.0,False,Egypt_TKW_mens.csv,2.0
1980,1984,-1.0,0.0,-2.0,0.0,1.0,False,Belgium_JUD_mens.csv,2.0
1984,1988,1.0,0.0,2.0,1.414,0.1573,False,Belgium_JUD_mens.csv,2.0
1988,1992,-1.0,0.0,-1.33,-1.225,0.22067,False,Belgium_JUD_mens.csv,1.33
1996,2000,-1.0,0.0,-2.0,0.0,1.0,False,Belgium_JUD_mens.csv,2.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Belgium_JUD_mens.csv,0.0
2012,2016,1.0,0.0,2.0,1.414,0.1573,False,Belgium_JUD_mens.csv,2.0
2016,2020,0.0,1.0,1.5,1.414,0.1573,False,Belgium_JUD_mens.csv,1.5
2020,2024,-1.0,1.0,1.5,0.516,0.60558,False,China_CSP_mens.csv,1.5
1992,1996,0.0,0.0,0.0,0.0,1.0,False,South_Korea_SWM_womens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,South_Korea_SWM_womens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,South_Korea_SWM_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,South_Korea_SWM_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,South_Korea_SWM_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,South_Korea_SWM_womens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Nigeria_WRF_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Nigeria_WRF_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Germany-1_VBV_womens.csv,0.0
2012,2016,1.0,1.0,4.0,0.0,1.0,False,Germany-1_VBV_womens.csv,4.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Cuba_ROW_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Cuba_ROW_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Cuba_ROW_womens.csv,0.0
1932,1936,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1936,1948,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1952,1956,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1976,1980,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1980,1984,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Brazil_SHO_mens.csv,0.0
2020,2024,0.0,1.0,2.0,0.0,1.0,False,Tunisia_TKW_mens.csv,2.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Malaysia_DIV_womens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Malaysia_DIV_womens.csv,0.0
2008,2012,1.0,0.0,2.5,1.414,0.1573,False,Malaysia_DIV_womens.csv,2.5
2012,2016,1.0,0.0,1.33,0.866,0.38648,False,Malaysia_DIV_womens.csv,1.33
2016,2020,-1.0,0.0,-5.0,0.0,1.0,False,Malaysia_DIV_womens.csv,5.0
1924,1928,-3.0,1.0,-3.15,-1.136,0.25583,False,Switzerland_EVE_mens.csv,3.15
1936,1948,1.0,0.0,4.0,0.0,1.0,False,Switzerland_EVE_mens.csv,4.0
1952,1956,0.0,0.0,0.0,0.0,1.0,False,Switzerland_EVE_mens.csv,0.0
1956,1960,-1.0,5.0,2.67,0.866,0.38648,False,Switzerland_EVE_mens.csv,2.67
1960,1964,2.0,0.0,2.5,1.633,0.10247,False,Switzerland_EVE_mens.csv,2.5
1964,1968,-1.0,0.0,-1.33,-1.225,0.22067,False,Switzerland_EVE_mens.csv,1.33
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Switzerland_EVE_mens.csv,0.0
1976,1984,0.0,2.0,2.5,2.0,0.0455,True,Switzerland_EVE_mens.csv,2.5
1984,1988,-1.0,2.0,-0.7,-0.24,0.81,False,Switzerland_EVE_mens.csv,0.7
1988,1992,-1.0,0.0,-1.33,-1.225,0.22067,False,Switzerland_EVE_mens.csv,1.33
1992,1996,1.0,0.0,4.0,1.414,0.1573,False,Switzerland_EVE_mens.csv,4.0
1996,2000,2.0,0.0,2.67,2.449,0.01431,True,Switzerland_EVE_mens.csv,2.67
2000,2004,-1.0,0.0,-2.5,-1.414,0.1573,False,Switzerland_EVE_mens.csv,2.5
2004,2008,1.0,2.0,6.0,0.0,1.0,False,Switzerland_EVE_mens.csv,6.0
2008,2012,-1.0,0.0,-2.0,-1.414,0.1573,False,Switzerland_EVE_mens.csv,2.0
2012,2016,-1.0,0.0,-5.0,0.0,1.0,False,Switzerland_EVE_mens.csv,5.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Switzerland_EVE_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Croatia_CTR_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Croatia_CTR_mens.csv,0.0
1976,1984,0.0,0.0,0.0,0.0,1.0,False,Papua_New_Guinea_ATH_mens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Papua_New_Guinea_ATH_mens.csv,0.0
1972,1984,0.0,0.0,0.0,0.0,1.0,False,Chile_EVE_mens.csv,0.0
1964,1968,0.0,2.0,2.5,2.0,0.0455,True,Brazil_SAL_mens.csv,2.5
1968,1972,-2.0,0.0,-4.0,-1.826,0.06789,False,Brazil_SAL_mens.csv,4.0
1972,1976,2.0,0.0,5.33,2.449,0.01431,True,Brazil_SAL_mens.csv,5.33
1976,1980,-1.0,4.0,3.0,0.894,0.37109,False,Brazil_SAL_mens.csv,3.0
1980,1984,0.0,3.0,3.6,2.07,0.03843,True,Brazil_SAL_mens.csv,3.6
1984,1988,0.0,2.0,3.71,0.889,0.37386,False,Brazil_SAL_mens.csv,3.71
1988,1992,-3.0,0.0,-3.6,-2.07,0.03843,True,Brazil_SAL_mens.csv,3.6
1992,1996,3.0,2.0,12.0,3.771,0.00016,True,Brazil_SAL_mens.csv,12.0
1996,2000,-1.0,0.0,-1.8,-0.707,0.4795,False,Brazil_SAL_mens.csv,1.8
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Brazil_SAL_mens.csv,0.0
2004,2008,0.0,1.0,1.8,0.564,0.57276,False,Brazil_SAL_mens.csv,1.8
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Brazil_SAL_mens.csv,0.0
2012,2016,-1.0,0.0,-2.67,-1.225,0.22067,False,Brazil_SAL_mens.csv,2.67
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Brazil_SAL_mens.csv,0.0
2000,2004,1.0,1.0,4.5,4.243,2e-05,True,Belarus_WLF_womens.csv,4.5
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Belarus_WLF_womens.csv,0.0
2008,2012,0.0,1.0,2.0,0.816,0.41422,False,Belarus_WLF_womens.csv,2.0
2020,2024,0.0,0.0,0.0,0.0,1.0,False,Austria_MTB_womens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,Bermuda_DIV_mens.csv,0.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
1968,1972,1.0,2.0,16.15,11.531,0.0,True,Canada_SAL_mens.csv,16.15
1972,1976,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
1976,1984,2.0,4.0,17.73,9.402,0.0,True,Canada_SAL_mens.csv,17.73
1984,1988,1.0,1.0,5.63,1.503,0.13272,False,Canada_SAL_mens.csv,5.63
1988,1992,-1.0,1.0,2.67,0.688,0.4913,False,Canada_SAL_mens.csv,2.67
1992,1996,-2.0,0.0,-11.0,0.0,1.0,False,Canada_SAL_mens.csv,11.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
2000,2004,1.0,1.0,4.5,1.809,0.07044,False,Canada_SAL_mens.csv,4.5
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Canada_SAL_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Georgia_ARC_womens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Georgia_ARC_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Georgia_ARC_womens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Albania_SHO_womens.csv,0.0
1992,1996,1.0,0.0,3.0,0.0,1.0,False,Hong_Kong_SAL_womens.csv,3.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Austria_BOX_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Ireland_CTR_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Ireland_CTR_mens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Ireland_CTR_mens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Ireland_CTR_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Ireland_CTR_mens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Ireland_CTR_mens.csv,0.0
1924,1928,0.0,0.0,0.0,0.0,1.0,False,Ireland_ART_mens.csv,0.0
1932,1948,0.0,0.0,0.0,0.0,1.0,False,Ireland_ART_mens.csv,0.0
1968,1972,0.0,0.0,0.0,0.0,1.0,False,Sudan_ATH_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Sudan_ATH_mens.csv,0.0
2004,2008,1.0,0.0,2.0,1.414,0.1573,False,Sudan_ATH_mens.csv,2.0
2008,2012,-1.0,0.0,-1.5,-1.414,0.1573,False,Sudan_ATH_mens.csv,1.5
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Cayman_Islands_ATH_mens.csv,0.0
1920,1924,0.0,0.0,0.0,0.0,1.0,False,France_FBL_mens.csv,0.0
1924,1928,0.0,0.0,0.0,0.0,1.0,False,France_FBL_mens.csv,0.0
1948,1952,0.0,0.0,0.0,0.0,1.0,False,France_FBL_mens.csv,0.0
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Malaysia_SWM_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Malaysia_SWM_womens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Malaysia_SWM_womens.csv,0.0
1924,1928,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,0.0
1932,1936,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,0.0
1956,1960,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,0.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,0.0
1972,1976,1.0,2.0,6.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,6.0
1976,1980,-1.0,0.0,-3.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,3.0
1984,1988,1.0,2.0,6.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,6.0
2020,2024,-1.0,0.0,-2.0,0.0,1.0,False,United_Kingdom_MPN_mens.csv,2.0
1980,1984,0.0,0.0,0.0,0.0,1.0,False,Algeria_ATH_mens.csv,0.0
1984,1988,0.0,0.0,0.0,0.0,1.0,False,Algeria_ATH_mens.csv,0.0
1988,1992,0.0,0.0,0.0,0.0,1.0,False,Algeria_ATH_mens.csv,0.0
1992,1996,1.0,0.0,3.0,1.414,0.1573,False,Algeria_ATH_mens.csv,3.0
1996,2000,-1.0,3.0,-1.64,-0.346,0.72913,False,Algeria_ATH_mens.csv,1.64
2000,2004,-3.0,0.0,-5.33,-2.121,0.03389,True,Algeria_ATH_mens.csv,5.33
2004,2008,0.0,0.0,0.0,0.0,1.0,False,Algeria_ATH_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,Algeria_ATH_mens.csv,0.0
2016,2020,0.0,0.0,0.0,0.0,1.0,False,Algeria_ATH_mens.csv,0.0
2012,2016,0.0,0.0,0.0,0.0,1.0,False,North_Korea_SHO_womens.csv,0.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Serbia_TTE_mens.csv,0.0
1980,1988,-6.0,0.0,-15.0,0.0,1.0,False,Russia_HOC_mens.csv,15.0
1920,1924,0.0,0.0,0.0,0.0,1.0,False,Spain-2_TEN_mens.csv,0.0
2012,2016,1.0,1.0,4.0,0.0,1.0,False,Spain-2_TEN_mens.csv,4.0
1920,1924,-1.0,0.0,-1.33,-1.225,0.22067,False,Luxembourg_WLF_mens.csv,1.33
1928,1936,0.0,0.0,0.0,0.0,1.0,False,Luxembourg_WLF_mens.csv,0.0
1960,1964,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
1964,1968,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
1980,1984,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
1992,1996,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
1996,2000,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
2000,2004,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
2004,2008,1.0,0.0,4.0,0.0,1.0,False,Austria_SWM_womens.csv,4.0
2008,2012,0.0,0.0,0.0,0.0,1.0,False,Austria_SWM_womens.csv,0.0
