Athlete,Country,Event,First event,Gender
Martine Veldhuis,NED,ROW,True,F
de Roos,NED,ROW,False,F
Tessa Dullemans,NED,ROW,True,F
Wioleta Myszor,POL,ARC,True,F
Carmen Aviles,ESP,ATH,True,F
Jael Bestue,ESP,ATH,False,F
Jael Bestue,ESP,ATH,False,F
Barbara Camblor,ESP,ATH,True,F
Antia Chamosa,ESP,ATH,True,F
Fatima Diame,ESP,ATH,False,F
Tessy Ebosele,ESP,ATH,True,F
Marta Garcia,ESP,ATH,True,F
Laura Garcia-caro,ESP,ATH,False,F
Paula Garcia,ESP,ATH,True,F
Raquel Gonzalez,ESP,ATH,False,F
Esther Guerrero,ESP,ATH,False,F
Blanca Hervas,ESP,ATH,True,F
Lorea Ibarzabal,ESP,ATH,True,F
Majida Maayouf,ESP,ATH,True,F
Lorena Martin,ESP,ATH,True,F
Sonia Molina-prados,ESP,ATH,True,F
Cristina Montesinos,ESP,ATH,True,F
Cristina Montesinos,ESP,ATH,True,F
Agueda Marques,ESP,ATH,True,F
Esther Navarrete,ESP,ATH,True,F
Esther Navero,ESP,ATH,True,F
Herminia Parra,ESP,ATH,True,F
Ana Peleteiro-compaore,ESP,ATH,True,F
Maria Perez,ESP,ATH,False,F
Maria Perez,ESP,ATH,False,F
Marta Perez,ESP,ATH,False,F
Isabel Perez,ESP,ATH,False,F
Carolina Robles,ESP,ATH,False,F
Irene Sanchez-escribano,ESP,ATH,True,F
Eva Santidrian,ESP,ATH,True,F
Berta Segura,ESP,ATH,True,F
Paula Sevilla,ESP,ATH,True,F
Meritxell Soler,ESP,ATH,True,F
Belen Toimil,ESP,ATH,False,F
Yulenmis Aguilar,ESP,ATH,True,F
Mariam Alfarsi,UAE,ATH,True,F
Giannis Antetokounmpo,GRE,BKB,True,M
Nick Calathes,GRE,BKB,True,M
Vasilis Charalampopoulos,GRE,BKB,True,M
Panagiotis Kalaitzakis,GRE,BKB,True,M
Giannoulis Larentzakis,GRE,BKB,True,M
Dinos Mitoglou,GRE,BKB,True,M
Dimitris Moraitis,GRE,BKB,True,M
Georgios Papagiannis,GRE,BKB,True,M
Kostas Papanikolaou,GRE,BKB,True,M
Vasilis Toliopoulos,GRE,BKB,True,M
Nikos Chougkaz,GRE,BKB,True,M
Thomas Walkup,GRE,BKB,True,M
Nahuel Carabana,AND,ATH,True,M
Aristote Ndombe,COD,SWM,True,M
Carin Stroemberg,SWE,HBL,True,F
Elin Hansson,SWE,HBL,False,F
Emma Lindqvist,SWE,HBL,False,F
Evelina Eriksson,SWE,HBL,True,F
Mathilda Lundstroem,SWE,HBL,True,F
Jamina Roberts,SWE,HBL,False,F
Jenny Carlson,SWE,HBL,False,F
Jessica Ryde,SWE,HBL,False,F
Johanna Bundsen,SWE,HBL,False,F
Kristin Thorleifsdottir,SWE,HBL,False,F
Linn Blohm,SWE,HBL,False,F
Linn Hansson,SWE,HBL,True,F
Nina Koppang,SWE,HBL,True,F
Olivia Loefqvist,SWE,HBL,True,F
Sofia Hvenfelt,SWE,HBL,True,F
Tyra Axner,SWE,HBL,True,F
Nathalie Hagman,SWE,HBL,False,F
Hampus Winberg,SWE,SKB,True,M
Valentine Filimon,AUT,BDM,True,M
Flavia Saraiva,BRA,GAR,False,F
Flavia Saraiva,BRA,GAR,False,F
Flavia Saraiva,BRA,GAR,False,F
Flavia Saraiva,BRA,GAR,False,F
Flavia Saraiva,BRA,GAR,False,F
Flavia Saraiva,BRA,GAR,False,F
Flavia Saraiva,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Jade Barbosa,BRA,GAR,False,F
Julia Soares,BRA,GAR,True,F
Julia Soares,BRA,GAR,True,F
Julia Soares,BRA,GAR,True,F
Julia Soares,BRA,GAR,True,F
Julia Soares,BRA,GAR,True,F
Julia Soares,BRA,GAR,True,F
Lorrane Oliveira,BRA,GAR,False,F
Lorrane Oliveira,BRA,GAR,False,F
Lorrane Oliveira,BRA,GAR,False,F
Lorrane Oliveira,BRA,GAR,False,F
Lorrane Oliveira,BRA,GAR,False,F
Lorrane Oliveira,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Rebeca Andrade,BRA,GAR,False,F
Aeji Im,KOR,BOX,True,F
Yeonji Oh,KOR,BOX,True,F
Tomislav Pucar,CRO,TTE,False,M
Tomislav Pucar,CRO,TTE,False,M
Andrej Gacina,CRO,TTE,False,M
Andrej Gacina,CRO,TTE,False,M
Fili Zeljko,CRO,TTE,True,M
Jelle Geens,BEL,TRI,False,M
Marten Van,BEL,TRI,True,M
Lidwine Umuhoza,RWA,SWM,True,F
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Takaaki Sugino,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Shinnosuke Oka,JPN,GAR,True,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Wataru Tanigawa,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Kazuma Kaya,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Daiki Hashimoto,JPN,GAR,False,M
Gashim Magomedov,AZE,TKW,True,M
Serghei Tarnovschi,MDA,CSP,True,M
Antri Christoforou,CYP,CRD,False,F
Shantoshi Shrestha,NEP,ATH,True,F
Adrien Bart,FRA,CSP,False,M
Adrien Bart,FRA,CSP,False,M
Maxime Beaumont,FRA,CSP,False,M
Loic Leonard,FRA,CSP,True,M
Sophia Latiff,TAN,SWM,True,F
Sydney Elliott,USA,EVE,True,F
Sydney Elliott,USA,EVE,True,F
Elisabeth Halliday,USA,EVE,True,F
Elisabeth Halliday,USA,EVE,True,F
Caroline Pamukcu,USA,EVE,True,F
Caroline Pamukcu,USA,EVE,True,F
Halle Hazzard,GRN,ATH,True,F
Sophia Hernandez,GUA,MPN,True,F
Zaid Abo,JOR,TTE,True,M
Connor Bainbridge,GBR,SAL,True,M
Michael Beckett,GBR,SAL,True,M
John Gimson,GBR,SAL,False,M
Chris Grube,GBR,SAL,False,M
James Peters,GBR,SAL,True,M
Sam Sills,GBR,SAL,True,M
Fynn Sterritt,GBR,SAL,True,M
Klaudia Zwolinska,POL,CSL,False,F
Klaudia Zwolinska,POL,CSL,False,F
Klaudia Zwolinska,POL,CSL,False,F
Nanna Skodborg,DEN,EDR,True,F
Nanna Skodborg,DEN,EDR,True,F
Cathrine Laudrup-dufour,DEN,EDR,True,F
Cathrine Laudrup-dufour,DEN,EDR,True,F
Aaboe Sloth,DEN,EDR,True,F
Emmanuel Eseme,CMR,ATH,False,M
Barbora Hermannova,CZE,VBV,True,F
Marie-sara Stochlova,CZE,VBV,True,F
Manuela Gomez,COL,CSP,True,F
Arthur Diego,BRA,VBV,True,M
Andre Loyola,BRA,VBV,True,M
Evandro Goncalves,BRA,VBV,False,M
George Souto,BRA,VBV,True,M
Luis Toomey,NZL,FBL,True,M
Ben Waine,NZL,FBL,False,M
Lachlan Bayliss,NZL,FBL,True,M
Matthew Garbett,NZL,FBL,False,M
Michael Boxall,NZL,FBL,False,M
van Oskar,NZL,FBL,True,M
Lukas Kelly-heald,NZL,FBL,True,M
Ben Old,NZL,FBL,False,M
Matthew Sheridan,NZL,FBL,True,M
Jay Herdman,NZL,FBL,True,M
Alex Paulsen,NZL,FBL,False,M
Finn Surman,NZL,FBL,True,M
Kees Sims,NZL,FBL,True,M
Fin Conchie,NZL,FBL,True,M
Sarpreet Singh,NZL,FBL,True,M
Joe Bell,NZL,FBL,False,M
Sam Sutton,NZL,FBL,False,M
Isaac Hughes,NZL,FBL,True,M
Jesse Randall,NZL,FBL,True,M
Tyler Bindon,NZL,FBL,True,M
Liam Gillion,NZL,FBL,True,M
Nia-maria Barrow,GAM,SWM,True,F
Tomas Machac,CZE,TEN,True,M
Tomas Machac,CZE,TEN,True,M
Tomas Machac,CZE,TEN,True,M
Jakub Mensik,CZE,TEN,True,M
Adam Pavlasek,CZE,TEN,True,M
Yousef Abubaker,LBA,SWM,True,M
Sarah Schober,AUT,GLF,True,F
Emma Spitz,AUT,GLF,True,F
Driss Haffari,MAR,SHO,True,M
Mariandree Chacon,GUA,ATH,True,F
Sverri Nielsen,DEN,ROW,False,M
Mek Almukhtar,LBA,SWM,True,F
Nazem Amine,SMR,WRF,False,M
Daniel Dearing,CAN,VBV,True,M
Samuel Schachter,CAN,VBV,True,M
Wei-ling Hsu,TPE,GLF,False,F
Pei-yun Chien,TPE,GLF,True,F
Fabian Vogel,GER,GTR,True,M
Karl-martin Rammo,EST,SAL,False,M
Apriyani Rahayu,INA,BDM,False,F
Mariska Tunjung,INA,BDM,False,F
Haningtyas Mentari,INA,BDM,True,F
Silva Ramadhanti,INA,BDM,True,F
Alisar Youssef,SYR,ATH,True,F
Adam Lawrence,DMA,SWM,True,M
Jana Ali,EGY,ARC,True,F
Jana Ali,EGY,ARC,True,F
Bojana Gojkovic,MNE,BOX,True,F
Lucas Guzman,ARG,TKW,True,M
Jhonatan Narvaez,ECU,CRD,True,M
Huadong Sun,CHN,EVE,False,M
Alex Hua,CHN,EVE,False,M
Ann Ando,PHI,WLF,False,F
Vanessa Sarno,PHI,WLF,True,F
Ekaterina Shabalina,KAZ,TRI,True,F
Bryony Page,GBR,GTR,False,F
Isabelle Songhurst,GBR,GTR,True,F
Peeter Olesk,EST,SHO,False,M
Peeter Juerisson,EST,SHO,True,M
Jade Gillet,FRA,DIV,True,F
Nais Gillet,FRA,DIV,True,F
Emily Hallifax,FRA,DIV,True,F
Juliette Landi,FRA,DIV,True,F
Annaliese Dragan,ROU,GRY,True,F
Gustavo Batista,BRA,BMF,True,M
Bergsvik Thorn,NOR,TRI,True,M
Kristian Blummenfelt,NOR,TRI,False,M
de David,CPV,BOX,True,M
Fumiya Saito,JPN,ARC,True,M
Fumiya Saito,JPN,ARC,True,M
Junya Nakanishi,JPN,ARC,True,M
Junya Nakanishi,JPN,ARC,True,M
Junya Nakanishi,JPN,ARC,True,M
Takaharu Furukawa,JPN,ARC,False,M
Takaharu Furukawa,JPN,ARC,False,M
Giorgia Piccolin,ITA,TTE,True,F
Debora Vivarelli,ITA,TTE,False,F
Margaryta Pesotska,UKR,TTE,False,F
Solomiya Brateyko,UKR,TTE,True,F
Rafael Alba,CUB,TKW,True,M
Juwon Opeyori,NGR,BDM,False,M
Laura Heredia,ESP,MPN,True,F
Maheshwari Chauhan,IND,SHO,True,F
Maheshwari Chauhan,IND,SHO,True,F
Anjum Moudgil,IND,SHO,False,F
Shreyasi Singh,IND,SHO,True,F
Manu Bhaker,IND,SHO,False,F
Manu Bhaker,IND,SHO,False,F
Manu Bhaker,IND,SHO,False,F
Elavenil Valarivan,IND,SHO,False,F
Elavenil Valarivan,IND,SHO,False,F
Kaur Samra,IND,SHO,True,F
Esha Singh,IND,SHO,True,F
Ramita Ramita,IND,SHO,True,F
Ramita Ramita,IND,SHO,True,F
Rajeshwari Kumari,IND,SHO,True,F
Rhythm Sangwan,IND,SHO,True,F
Rhythm Sangwan,IND,SHO,True,F
Raiza Dhillon,IND,SHO,True,F
John Obiena,PHI,ATH,False,M
John Cabang,PHI,ATH,True,M
McKENZIE Ashley,JAM,JUD,True,M
Anastasiia Kirpichnikova,FRA,SWM,True,F
Anastasiia Kirpichnikova,FRA,SWM,True,F
Anastasiia Kirpichnikova,FRA,SWM,True,F
Anastasiia Kirpichnikova,FRA,SWM,True,F
Charlotte Bonnet,FRA,SWM,False,F
Charlotte Bonnet,FRA,SWM,False,F
Charlotte Bonnet,FRA,SWM,False,F
Beryl Gastaldello,FRA,SWM,False,F
Beryl Gastaldello,FRA,SWM,False,F
Beryl Gastaldello,FRA,SWM,False,F
Beryl Gastaldello,FRA,SWM,False,F
Beryl Gastaldello,FRA,SWM,False,F
Beryl Gastaldello,FRA,SWM,False,F
Melanie Henique,FRA,SWM,False,F
Marina Jehl,FRA,SWM,True,F
Marina Jehl,FRA,SWM,True,F
Pauline Mahieu,FRA,SWM,True,F
Mary-ambre Moluh,FRA,SWM,True,F
Mary-ambre Moluh,FRA,SWM,True,F
Mary-ambre Moluh,FRA,SWM,True,F
Lison Nowaczyk,FRA,SWM,True,F
Lison Nowaczyk,FRA,SWM,True,F
Lilou Ressencourt,FRA,SWM,True,F
Lilou Ressencourt,FRA,SWM,True,F
Emma Terebo,FRA,SWM,True,F
Emma Terebo,FRA,SWM,True,F
Emma Terebo,FRA,SWM,True,F
Lucile Tessariol,FRA,SWM,False,F
Lucile Tessariol,FRA,SWM,False,F
Assia Touati,FRA,SWM,False,F
Assia Touati,FRA,SWM,False,F
Marie Wattel,FRA,SWM,False,F
Marie Wattel,FRA,SWM,False,F
Marie Wattel,FRA,SWM,False,F
Marie Wattel,FRA,SWM,False,F
Marie Wattel,FRA,SWM,False,F
Michaela Corcoran,IRL,CSL,True,F
Madison Corcoran,IRL,CSL,True,F
Madison Corcoran,IRL,CSL,True,F
Daniela Fonseca,CUB,TTE,False,F
Jenny Rissveds,SWE,MTB,False,F
Roksana Slupek,POL,TRI,True,F
Malina Calugareanu,ROU,FEN,True,F
Jeffrey Whaley,CAN,BMF,True,M
Philippe Wakim,LBN,FEN,True,M
Dhiraj Bommadevara,IND,ARC,True,M
Dhiraj Bommadevara,IND,ARC,True,M
Dhiraj Bommadevara,IND,ARC,True,M
Tarundee Rai,IND,ARC,True,M
Tarundee Rai,IND,ARC,True,M
Ramesh Jadhav,IND,ARC,True,M
Ramesh Jadhav,IND,ARC,True,M
Sofia Fiora,ARG,JUD,True,F
Johann Stickland,SAM,SWM,True,M
Mingyu Zhang,CHN,MPN,False,F
Jenny Casson,CAN,ROW,True,F
Abby Dent,CAN,ROW,True,F
Kasia Gruchalla-wesierski,CAN,ROW,False,F
Kristen Kit,CAN,ROW,False,F
Maya Meschkuleit,CAN,ROW,True,F
Jill Moffatt,CAN,ROW,False,F
Sydney Payne,CAN,ROW,False,F
Jessica Sevick,CAN,ROW,False,F
Kristina Walker,CAN,ROW,False,F
Avalon Wasteneys,CAN,ROW,False,F
Caileigh Filmer,CAN,ROW,False,F
Elisa Balsamo,ITA,CTR,False,F
Elisa Balsamo,ITA,CTR,False,F
Elisa Balsamo,ITA,CTR,False,F
Elisa Balsamo,ITA,CTR,False,F
Vittoria Guazzini,ITA,CTR,False,F
Vittoria Guazzini,ITA,CTR,False,F
Chiara Consonni,ITA,CTR,True,F
Chiara Consonni,ITA,CTR,True,F
Letizia Paternoster,ITA,CTR,False,F
Letizia Paternoster,ITA,CTR,False,F
Martina Fidanza,ITA,CTR,False,F
Martina Fidanza,ITA,CTR,False,F
Martina Fidanza,ITA,CTR,False,F
Miriam Vece,ITA,CTR,True,F
Miriam Vece,ITA,CTR,True,F
Martina Alzini,ITA,CTR,False,F
Sara Fiorin,ITA,CTR,True,F
Sara Fiorin,ITA,CTR,True,F
Lena Hentschel,GER,DIV,False,F
Jette Muller,GER,DIV,True,F
Jette Muller,GER,DIV,True,F
Saskia Oettinghaus,GER,DIV,True,F
Alexandra Pfeif,GER,DIV,True,F
Christina Wassen,GER,DIV,False,F
Oluchi Anyanacho,NGR,TKW,False,F
van Paige,ZIM,SWM,True,F
Fernanda Russo,ARG,SHO,False,F
Fernanda Russo,ARG,SHO,False,F
Gaspard Baumgarten,FRA,HOC,True,M
Amaury Bellenger,FRA,HOC,True,M
Victor Charlet,FRA,HOC,True,M
Timothee Clement,FRA,HOC,True,M
Eliot Curty,FRA,HOC,True,M
Brieuc Delemazure,FRA,HOC,True,M
Matteo Desgouillons,FRA,HOC,True,M
Francois Goyet,FRA,HOC,True,M
Noe Jouin,FRA,HOC,True,M
Viktor Lockwood,FRA,HOC,True,M
Simon Martin-brisac,FRA,HOC,True,M
Charles Masson,FRA,HOC,True,M
Lucas Montecot,FRA,HOC,True,M
Cristoforo Peters-deutz,FRA,HOC,True,M
Blaise Rogeau,FRA,HOC,True,M
Arthur Thieffry,FRA,HOC,True,M
Etienne Tynevez,FRA,HOC,True,M
Gaspard Xavier,FRA,HOC,True,M
Laura Aarts,NED,WPO,True,F
Sarah Buis,NED,WPO,True,F
Vivian Sevenich,NED,WPO,False,F
Iris Wolves,NED,WPO,False,F
Lieke Rogge,NED,WPO,True,F
Bente Rogge,NED,WPO,True,F
Nina Ten,NED,WPO,True,F
Lola Moolhuijzen,NED,WPO,True,F
van Simone,NED,WPO,False,F
Kittylynn Joustra,NED,WPO,True,F
Brigitte Sleeking,NED,WPO,False,F
van Sabrina,NED,WPO,False,F
Maartje Keuning,NED,WPO,False,F
Neslihan Arin,TUR,BDM,True,F
Nikita Ducarroz,SUI,BMF,False,F
Youssef Abouelhassan,EGY,CTR,True,M
Hunyoung Jeon,KOR,ARC,True,F
Hunyoung Jeon,KOR,ARC,True,F
Sihyeon Lim,KOR,ARC,True,F
Sihyeon Lim,KOR,ARC,True,F
Sihyeon Lim,KOR,ARC,True,F
Suhyeon Nam,KOR,ARC,True,F
Suhyeon Nam,KOR,ARC,True,F
Isabel Gose,GER,SWM,False,F
Isabel Gose,GER,SWM,False,F
Isabel Gose,GER,SWM,False,F
Isabel Gose,GER,SWM,False,F
Julia Mrozinski,GER,SWM,True,F
Julia Mrozinski,GER,SWM,True,F
Laura Riedemann,GER,SWM,False,F
Laura Riedemann,GER,SWM,False,F
Angelina Koehler,GER,SWM,True,F
Angelina Koehler,GER,SWM,True,F
Angelina Koehler,GER,SWM,True,F
Anna Elendt,GER,SWM,True,F
Anna Elendt,GER,SWM,True,F
Leonie Maertens,GER,SWM,True,F
Leonie Maertens,GER,SWM,True,F
Leonie Maertens,GER,SWM,True,F
Nina Holt,GER,SWM,True,F
Nina Holt,GER,SWM,True,F
Nina Holt,GER,SWM,True,F
Nele Schulze,GER,SWM,True,F
Nele Schulze,GER,SWM,True,F
Nicole Maier,GER,SWM,True,F
Nicole Maier,GER,SWM,True,F
Panagiotis Gionis,GRE,TTE,False,M
Tulika Maan,IND,JUD,True,F
Zhifan Wu,CHN,MTB,True,F
Nazym Kyzaibay,KAZ,BOX,True,F
Valentina Khalzova,KAZ,BOX,True,F
Karina Ibragimova,KAZ,BOX,True,F
dos Lucas,MOZ,BOX,True,F
Mathlynn Sasser,MHL,WLF,False,F
Silina Pha,LAO,ATH,True,F
Alexis Lopez,MEX,ROW,True,M
Miguel Carballo,MEX,ROW,True,M
Julien Carraggi,BEL,BDM,True,M
Nelli Differt,EST,FEN,True,F
Tjebbe Kaindl,AUT,TRI,True,M
Alois Knabl,AUT,TRI,False,M
Caroline Bohe,DEN,MTB,False,F
Heby Pedersen,DEN,MTB,True,F
Ahmed Jaouadi,TUN,SWM,True,M
Ahmed Jaouadi,TUN,SWM,True,M
Ahmed Jaouadi,TUN,SWM,True,M
Ahmed Jaouadi,TUN,SWM,True,M
Marlena Jawaid,SWE,MPN,True,F
Kalia Antoniou,CYP,SWM,False,F
Milosz Redzimski,POL,TTE,True,M
Anriquelis Barrios,VEN,JUD,False,F
Abbey Weitzeil,USA,SWM,False,F
Abbey Weitzeil,USA,SWM,False,F
Abbey Weitzeil,USA,SWM,False,F
Phoebe Bacon,USA,SWM,False,F
Katharine Berkoff,USA,SWM,True,F
Katharine Berkoff,USA,SWM,True,F
Erika Connolly,USA,SWM,True,F
Erika Connolly,USA,SWM,True,F
Kate Douglass,USA,SWM,False,F
Kate Douglass,USA,SWM,False,F
Kate Douglass,USA,SWM,False,F
Kate Douglass,USA,SWM,False,F
Erin Gemmell,USA,SWM,True,F
Erin Gemmell,USA,SWM,True,F
Katie Grimes,USA,SWM,False,F
Katie Grimes,USA,SWM,False,F
Katie Grimes,USA,SWM,False,F
Torri Huske,USA,SWM,False,F
Torri Huske,USA,SWM,False,F
Torri Huske,USA,SWM,False,F
Torri Huske,USA,SWM,False,F
Torri Huske,USA,SWM,False,F
Lilly King,USA,SWM,False,F
Lilly King,USA,SWM,False,F
Lilly King,USA,SWM,False,F
Katie Ledecky,USA,SWM,True,F
Katie Ledecky,USA,SWM,True,F
Katie Ledecky,USA,SWM,True,F
Katie Ledecky,USA,SWM,True,F
Paige Madden,USA,SWM,False,F
Paige Madden,USA,SWM,False,F
Paige Madden,USA,SWM,False,F
Simone Manuel,USA,SWM,False,F
Simone Manuel,USA,SWM,False,F
Simone Manuel,USA,SWM,False,F
Anna Peplowski,USA,SWM,True,F
Anna Peplowski,USA,SWM,True,F
Alex Shackell,USA,SWM,True,F
Alex Shackell,USA,SWM,True,F
Alex Shackell,USA,SWM,True,F
Regan Smith,USA,SWM,False,F
Regan Smith,USA,SWM,False,F
Regan Smith,USA,SWM,False,F
Regan Smith,USA,SWM,False,F
Regan Smith,USA,SWM,False,F
Alex Walsh,USA,SWM,False,F
Gretchen Walsh,USA,SWM,True,F
Gretchen Walsh,USA,SWM,True,F
Gretchen Walsh,USA,SWM,True,F
Gretchen Walsh,USA,SWM,True,F
Gretchen Walsh,USA,SWM,True,F
Gretchen Walsh,USA,SWM,True,F
Emma Weber,USA,SWM,True,F
Emma Weber,USA,SWM,True,F
Claire Weinstein,USA,SWM,True,F
Claire Weinstein,USA,SWM,True,F
Emma Weyant,USA,SWM,False,F
Bassa Mawem,FRA,CLB,False,M
Paul Jenft,FRA,CLB,True,M
Sam Avezou,FRA,CLB,True,M
Andrzej Rzadkowski,POL,FEN,True,M
Michal Siess,POL,FEN,True,M
Michal Siess,POL,FEN,True,M
Adrian Wojtkowiak,POL,FEN,True,M
Adrian Wojtkowiak,POL,FEN,True,M
Jan Jurkiewicz,POL,FEN,True,M
Jan Jurkiewicz,POL,FEN,True,M
Anil Kushare,IND,ATH,True,M
Chacko Kurian,IND,ATH,True,M
Ajmal Variyathodi,IND,ATH,True,M
Anas Yahiya,IND,ATH,False,M
Rajesh Ramesh,IND,ATH,True,M
Kumar Tamilarasan,IND,ATH,True,M
Mukund Sable,IND,ATH,False,M
Abdulla Narangolintevida,IND,ATH,True,M
Vikash Singh,IND,ATH,True,M
Singh Bisht,IND,ATH,True,M
Akshdee Singh,IND,ATH,True,M
Suraj Panwar,IND,ATH,True,M
Singh Toor,IND,ATH,False,M
Kishore Jena,IND,ATH,True,M
Neeraj Chopra,IND,ATH,False,M
Amoj Jacob,IND,ATH,False,M
Jeswin Aldrin,IND,ATH,True,M
Praveen Chithravel,IND,ATH,True,M
Marton Fucsovics,HUN,TEN,True,M
Marton Fucsovics,HUN,TEN,True,M
Fabian Marozsan,HUN,TEN,True,M
Fabian Marozsan,HUN,TEN,True,M
van Vicky,RSA,TRI,True,F
Morgan Pearson,USA,TRI,False,M
Seth Rider,USA,TRI,True,M
Rose Tarazi,PLE,SWM,True,F
Jin Jeon,KOR,BDM,True,M
Hyuk Kang,KOR,BDM,True,M
Ho Kim,KOR,BDM,True,M
Jae Seo,KOR,BDM,True,M
Jae Seo,KOR,BDM,True,M
Jack Woolley,IRL,TKW,False,M
Marwan Elkamash,EGY,SWM,True,M
Marwan Elkamash,EGY,SWM,True,M
Nuria Diosdado,MEX,SWA,False,F
Nuria Diosdado,MEX,SWA,False,F
Joana Jimenez,MEX,SWA,False,F
Joana Jimenez,MEX,SWA,False,F
Jessica Sobrino,MEX,SWA,True,F
Regina Alferez,MEX,SWA,True,F
Fernanda Arellano,MEX,SWA,True,F
Pamela Toscano,MEX,SWA,True,F
Itzamary Gonzalez,MEX,SWA,True,F
Samanta Rodriguez,MEX,SWA,True,F
Glenda Inzunza,MEX,SWA,True,F
Diane Ingabire,RWA,CRD,True,F
Diane Ingabire,RWA,CRD,True,F
Saleh Elsharabaty,JOR,TKW,False,M
Zaid Kareem,JOR,TKW,True,M
Marko Golubic,CRO,TKW,True,M
Ivan Sapina,CRO,TKW,False,M
Julia Szeremeta,POL,BOX,True,F
Aneta Rygielska,POL,BOX,True,F
Elzbieta Wojcik,POL,BOX,False,F
Sarah Bacon,USA,DIV,True,F
Sarah Bacon,USA,DIV,True,F
Kassidy Cook,USA,DIV,False,F
Alison Gibson,USA,DIV,False,F
Jessica Parratto,USA,DIV,False,F
Delaney Schnell,USA,DIV,False,F
Delaney Schnell,USA,DIV,False,F
Daryn Wright,USA,DIV,True,F
Hannah Green,AUS,GLF,False,F
Minjee Lee,AUS,GLF,False,F
Ryoichi Akamatsu,JPN,ATH,True,M
Akira Akasaki,JPN,ATH,True,M
Ryoma Aoki,JPN,ATH,False,M
Genki Dean,JPN,ATH,True,M
Ryo Hamanishi,JPN,ATH,True,M
Yuki Hashioka,JPN,ATH,False,M
Akihiro Higashida,JPN,ATH,True,M
Akihiro Higashida,JPN,ATH,True,M
Shota Iizuka,JPN,ATH,False,M
Koki Ikeda,JPN,ATH,False,M
Shunsuke Izumiya,JPN,ATH,False,M
Kaito Kawabata,JPN,ATH,False,M
Masatora Kawano,JPN,ATH,False,M
Yoshihide Kiryu,JPN,ATH,False,M
Yuta Koga,JPN,ATH,True,M
Naoki Koyama,JPN,ATH,True,M
Ryuji Miura,JPN,ATH,False,M
Rachid Muratake,JPN,ATH,True,M
Joseph Nakajima,JPN,ATH,True,M
Joseph Nakajima,JPN,ATH,True,M
Yudai Nishi,JPN,ATH,True,M
Daiki Ogawa,JPN,ATH,True,M
Suguru Osako,JPN,ATH,False,M
Tomoki Ota,JPN,ATH,True,M
Ryuichiro Sakai,JPN,ATH,True,M
Ryuichiro Sakai,JPN,ATH,True,M
Hakim Sani,JPN,ATH,False,M
Hakim Sani,JPN,ATH,False,M
Fuga Sato,JPN,ATH,True,M
Fuga Sato,JPN,ATH,True,M
Kentaro Sato,JPN,ATH,False,M
Kentaro Sato,JPN,ATH,False,M
Tomohiro Shinno,JPN,ATH,True,M
Kazuki Takahashi,JPN,ATH,True,M
Shunya Takayama,JPN,ATH,False,M
Ken Toyoda,JPN,ATH,True,M
Koki Ueyama,JPN,ATH,True,M
Koki Ueyama,JPN,ATH,True,M
Towa Uzawa,JPN,ATH,True,M
Hiroki Yanagita,JPN,ATH,False,M
Takuho Yoshizu,JPN,ATH,True,M
Jun Kasai,JPN,ATH,True,M
