Country Code,Gender,Event,bronze,silver,gold,total athletes
GUA,M,SHO,0,0,0,1
CZE,M,SWM,0,0,0,0
ISV,M,ATH,0,0,0,0
FRA,M,SAL,0,0,0,0
VEN,M,TKW,0,0,0,0
NED,M,TKW,0,0,0,0
LES,F,TKW,0,0,0,0
MEX,F,EDR,0,0,0,1
UKR,M,CRD,0,0,0,1
FRA,F,TEN,0,0,0,0
IND,M,EDR,0,0,0,0
WIF,M,ATH,0,0,0,0
KOR,F,WRF,0,0,0,0
KOR,M,CLB,0,0,0,0
AUT,F,TRI,0,0,0,0
THA,M,BDM,0,0,0,0
MEX,M,VVO,0,0,0,0
PER,M,SHO,0,0,0,4
NZL,M,WRF,0,0,0,0
NZL,F,RU7,0,0,7,7
ESP,M,TKW,0,0,0,3
RSA,M,SAL,0,0,0,3
ALB,M,CTR,0,0,0,0
FRA,M,BDM,0,0,0,1
CYP,M,ARC,0,0,0,0
NZL,F,TEN,0,0,0,0
INA,F,ATH,0,0,0,1
BOT,F,ATH,0,0,0,1
CAN,M,SKB,0,0,0,3
THA,F,CRD,0,0,0,1
GEO,M,DIV,0,0,0,0
GBR,M,SAL,0,0,0,0
TPE,M,ATH,0,0,0,5
MLT,F,ATH,0,0,0,1
NGR,F,JUD,0,0,0,0
ITA,M,CRD,0,0,0,7
INA,F,BDM,0,0,0,0
CAN,F,CSP,2,1,0,13
MDA,F,WLF,0,0,0,1
GEO,M,WLF,1,0,0,3
THA,F,EVE,0,0,0,2
FRA,M,ROW,0,0,0,0
URU,M,RU7,0,0,0,0
BRA,M,SKB,0,2,0,6
ESP,M,BKB,0,0,0,12
GUA,F,BDM,0,0,0,1
BEL,M,HOC,0,0,15,15
VEN,M,BKB,0,0,0,0
CIV,F,ATH,0,0,0,0
GBR,M,SAL,0,0,0,0
JPN,M,EDR,0,0,0,8
ISL,M,HBL,0,0,0,0
GBR,M,SAL,0,0,0,0
CAN,M,OWS,0,0,0,1
ANT,M,SWM,0,0,0,1
ISR,F,ARC,0,0,0,0
SWE,M,MPN,0,0,0,0
POR,F,CSL,0,0,0,0
KAZ,M,ATH,0,0,0,2
USA,M,SWM,0,0,0,0
UKR,F,GAR,0,0,0,5
FIN,M,WRF,0,0,0,2
DJI,M,SWM,0,0,0,1
JPN,M,BSB,0,0,23,23
GRE,F,WLF,0,0,0,0
USA,M,CSP,0,0,0,0
QAT,F,SHO,0,0,0,0
CZE,M,CTR,0,0,0,0
NGR,F,TTE,0,0,0,0
BAH,M,SAL,0,0,0,0
GBR,F,FSK,0,0,0,0
THA,M,CRD,0,0,0,0
TCH,M,JUD,0,0,0,0
CHN,F,BKB,0,0,0,12
GBR,F,CRD,0,0,0,3
BOT,M,JUD,0,0,0,0
MKD,F,KTE,0,0,0,1
ALB,M,SWM,0,0,0,1
CAM,F,TKW,0,0,0,0
ROU,F,SAL,0,0,0,0
JOR,F,TTE,0,0,0,0
CAN,M,LAX,0,0,0,0
ITA,F,GAR,0,0,0,20
VEN,F,TKW,0,0,0,0
CHN,M,BOX,0,0,0,3
KOR,M,BDM,0,0,0,4
SLO,M,TTE,0,0,0,5
CRC,M,FEN,0,0,0,0
CAF,F,SWM,0,0,0,0
GUA,M,SAL,0,0,0,1
FRG,M,SAL,0,0,0,0
BEL,M,CLB,0,0,0,0
GBR,F,EVE,0,0,2,3
GAB,M,TKW,0,0,0,1
ARG,F,OWS,0,0,0,1
AUS,F,BOX,0,0,0,2
MEX,F,ATH,0,0,0,9
SUI,F,VBV,0,0,0,0
PAR,F,SAL,0,0,0,0
HUN,F,ATH,0,0,0,11
ANT,M,CTR,0,0,0,0
MLI,F,ATH,0,0,0,1
BEL,F,TEN,0,0,0,0
CUB,F,GAR,0,0,0,1
ISR,F,CSL,0,0,0,0
LIB,F,TTE,0,0,0,0
POR,M,MPN,0,0,0,0
USA,M,TEN,0,0,0,0
POR,F,ARC,0,0,0,0
ITA,M,SAL,0,0,0,0
RSA,M,SHO,0,0,0,0
ESP,F,BKB,0,0,0,12
PAK,M,BOX,0,0,0,0
AUS,M,GTR,0,0,0,1
PER,M,SAL,0,0,0,1
USA,M,MPN,0,0,0,1
CAM,M,EVE,0,0,0,0
BEL,M,TEN,0,0,0,0
URS,M,WPO,0,0,0,0
MAL,M,ATH,0,0,0,0
KGZ,M,SWM,0,0,0,0
SWE,F,TEN,0,0,0,0
CRC,F,CRD,0,0,0,1
KAZ,F,DIV,0,0,0,0
USA,M,ARC,0,0,0,0
COD,F,JUD,0,0,0,1
GBR,F,WRF,0,0,0,0
FRA,M,SAL,0,0,0,0
MNE,M,SAL,0,0,0,1
EUN,M,HBL,0,0,0,0
GER,M,EDR,0,0,0,0
TUR,F,VVO,0,0,0,0
EST,F,EJP,0,0,0,0
CZE,F,TEN,0,1,2,8
EST,F,BDM,0,0,0,1
MON,M,SAL,0,0,0,0
USA,M,SAL,0,0,0,0
TUN,M,GAR,0,0,0,0
AHO,F,SWM,0,0,0,0
TCH,M,DIV,0,0,0,0
SMR,M,SHO,0,1,0,2
ZIM,M,SAL,0,0,0,0
FIJ,F,SWM,0,0,0,1
TCH,M,WLF,0,0,0,0
AUS,M,ARC,0,0,0,0
MAR,M,WRF,0,0,0,1
KAZ,F,SWM,0,0,0,1
MOZ,F,SWM,0,0,0,1
TKM,M,WRF,0,0,0,0
MAR,F,KTE,0,0,0,1
GER,F,BOX,0,0,0,1
SUD,M,TTE,0,0,0,0
AND,M,SWM,0,0,0,0
QAT,F,ROW,0,0,0,1
CZE,F,MTB,0,0,0,0
NOR,M,TEN,0,0,0,0
PER,M,FBL,0,0,0,0
LTU,F,BDM,0,0,0,0
PRK,M,ROW,0,0,0,0
TCH,M,TEN,0,0,0,0
COL,F,SHO,0,0,0,0
TUR,F,FEN,0,0,0,0
ALG,M,TTE,0,0,0,1
MEX,M,EVE,0,0,0,0
FRA,M,SAL,0,0,0,0
ESP,M,EVE,0,0,0,0
BLR,M,WRF,0,1,0,5
ANZ,M,ROW,0,0,0,0
FRG,F,TEN,0,0,0,0
GUA,M,FBL,0,0,0,0
HON,M,TKW,0,0,0,0
HUN,F,ART,0,0,0,0
HUN,M,HBL,0,0,0,0
SRB,M,ATH,0,0,0,2
FRG,M,FBL,0,0,0,0
POR,M,CSP,1,0,0,5
CZE,M,EVE,0,0,0,2
BIH,F,JUD,0,0,0,0
ALG,M,FEN,0,0,0,2
NOR,M,BMX,0,0,0,1
ESP,F,WLF,0,0,0,1
ANG,M,CSP,0,0,0,0
GUM,F,WRF,0,0,0,1
BRU,M,ATH,0,0,0,1
RSA,M,FBL,0,0,0,18
BUL,M,CSL,0,0,0,0
KGZ,M,CTR,0,0,0,0
GHA,M,JUD,0,0,0,1
POL,F,DIV,0,0,0,0
LAT,F,VBV,0,0,0,2
CAN,F,TKW,0,0,0,2
FSM,M,SWM,0,0,0,1
GBR,M,WPO,0,0,0,0
AZE,F,SWM,0,0,0,1
USA,F,BOX,1,0,0,5
BUL,M,ROW,0,0,0,0
BIH,F,JUD,0,0,0,1
TTO,F,ROW,0,0,0,1
KOR,F,CRD,0,0,0,0
PRK,F,GAR,0,0,0,0
COD,M,ATH,0,0,0,0
CAN,M,BDM,0,0,0,4
TAN,M,BOX,0,0,0,0
ECU,F,ATH,0,0,0,10
FRA,M,SKB,0,0,0,3
IRL,M,CRD,0,0,0,4
GBR,M,BOX,1,2,0,6
BRA,M,BDM,0,0,0,1
KOS,M,JUD,0,0,0,1
GBR,M,TEN,0,0,0,0
MNE,M,SHO,0,0,0,0
ISR,M,ARC,0,0,0,1
AND,M,CTR,0,0,0,0
POL,F,SWM,0,0,0,4
CHN,F,WLF,0,1,3,4
FSM,F,BOX,0,0,0,0
CAN,M,SAL,0,0,0,0
FRA,M,SAL,0,0,0,0
ALG,F,KTE,0,0,0,1
GEO,M,JUD,0,1,1,5
BUL,F,ATH,0,0,0,0
CRO,M,CRD,0,0,0,1
PUR,F,JUD,0,0,0,2
SMR,M,SAL,0,0,0,0
INA,M,ARC,0,0,0,7
GEO,F,GRY,0,0,0,0
ITA,M,SAL,0,0,0,0
ARG,F,HOC,0,17,0,17
AUT,M,MPN,0,0,0,1
YUG,M,WPO,0,0,0,0
FRA,M,OWS,0,0,0,2
GRE,F,BKB,0,0,0,0
FIN,M,TEN,0,0,0,0
FRA,F,TRI,1,0,0,2
EST,M,WRF,0,0,0,1
SWE,M,CSP,0,0,0,1
EGY,M,GAR,0,0,0,7
FRA,M,SAL,0,0,0,0
LBA,M,ATH,0,0,0,0
NED,F,TKW,0,0,0,0
AUS,F,GTR,0,0,0,1
NED,M,SAL,0,0,0,0
FIN,F,ART,0,0,0,0
GRE,F,EJP,0,0,0,0
TCH,F,SWM,0,0,0,0
ITA,M,KTE,0,0,1,3
MOZ,M,BOX,0,0,0,0
BLR,F,WRF,1,1,0,3
BIH,F,TEN,0,0,0,0
TUN,M,ARC,0,0,0,2
GBR,M,SAL,0,0,0,0
USA,M,BMF,0,0,0,2
CMR,M,SWM,0,0,0,1
USA,M,ARC,0,0,0,0
PRK,M,DIV,0,0,0,0
ECU,M,TTE,0,0,0,1
PRK,M,WLF,0,0,0,0
CZE,M,FBL,0,0,0,0
GBR,M,WRF,0,0,0,0
KUW,M,HBL,0,0,0,0
AUS,M,GAR,0,0,0,2
FRG,M,EVE,0,0,0,0
UKR,M,KTE,1,0,0,1
DMA,M,ATH,0,0,0,1
TPE,M,TEN,0,0,0,1
GUA,M,EVE,0,0,0,0
HKG,F,GLF,0,0,0,0
USA,M,VBV,0,0,0,0
IRQ,M,FBL,0,0,0,0
MEX,M,FBL,22,0,0,22
MAR,F,ROW,0,0,0,1
SRB,F,SWM,0,0,0,0
TCH,F,DIV,0,0,0,0
ZIM,M,SAL,0,0,0,0
KOR,F,BDM,0,0,0,0
BRA,M,SAL,0,0,0,0
GBR,M,SAL,0,0,0,0
ISV,F,SWM,0,0,0,0
KEN,F,ATH,1,1,2,16
PUR,F,TEN,0,0,0,0
NED,F,VBV,0,0,0,0
PER,M,EVE,0,0,0,0
TCH,M,ROW,0,0,0,0
UZB,M,CSP,0,0,0,0
BEL,M,BMX,0,0,0,0
HKG,M,ATH,0,0,0,0
CAN,M,SAL,0,0,0,0
ECU,F,MPN,0,0,0,1
MKD,F,SHO,0,0,0,0
CRO,F,TTE,0,0,0,0
AUT,M,VBV,0,0,0,0
TCH,M,CSL,0,0,0,0
NOR,M,SAL,0,0,0,0
BRA,M,VBV,0,0,0,0
PHI,M,CTR,0,0,0,0
FRA,F,ARC,0,0,0,2
KAZ,M,TEN,0,0,0,4
AUT,M,SAL,0,0,0,0
GER,M,HBL,0,0,0,8
PHI,M,ART,0,0,0,0
IND,M,TEN,0,0,0,0
NCA,M,SHO,0,0,0,1
EST,M,BOX,0,0,0,0
ZIM,M,SHO,0,0,0,0
USA,M,VBV,0,0,0,4
DEN,M,SAL,0,0,0,0
ITA,M,SAL,0,0,0,0
CHI,F,FEN,0,0,0,1
GBR,M,SAL,0,0,0,0
PHI,F,ATH,0,0,0,1
RSA,F,CRD,0,0,0,3
HUN,M,TEN,0,0,0,0
BRA,M,SAL,0,0,0,0
BUR,F,JUD,0,0,0,0
TUR,F,WRF,0,0,0,1
EGY,F,DIV,0,0,0,0
CZE,F,JUD,0,0,0,0
GER,M,VBV,0,0,0,0
BOL,F,SWM,0,0,0,1
POR,M,SAL,0,0,0,0
IRL,F,DIV,0,0,0,1
SYR,F,WLF,0,0,0,0
RSA,M,EVE,0,0,0,0
CMR,M,CTR,0,0,0,0
PER,F,SWM,0,0,0,2
CIV,F,SWM,0,0,0,0
NOR,F,ART,0,0,0,0
BEL,F,CSP,0,0,0,4
MAR,M,BOX,0,0,0,3
ALG,F,ROW,0,0,0,0
STP,F,ATH,0,0,0,0
BUL,M,WLF,0,0,0,2
FIN,F,SKB,0,0,0,1
ISR,M,GAR,0,0,1,3
GUA,F,WLF,0,0,0,1
TKM,M,BOX,0,0,0,0
LAT,F,SAL,0,0,0,0
BUL,M,DIV,0,0,0,0
IRI,M,CSP,0,0,0,1
CHA,M,ARC,0,0,0,0
SWE,F,SAL,0,0,0,3
SAM,M,ATH,0,0,0,0
AUS,M,TTE,0,0,0,0
EGY,F,SWM,0,0,0,0
PHI,M,SWM,0,0,0,2
IRL,F,SWM,0,0,0,6
BLR,M,BOX,0,0,0,4
FRA,F,CSL,0,0,0,2
EGY,M,ARC,0,0,0,2
RUS,M,TRI,0,0,0,4
BEL,M,SAL,0,0,0,0
KOR,F,SWA,0,0,0,0
NED,F,EVE,0,0,0,0
NEP,M,BDM,0,0,0,0
RSA,F,EVE,0,0,0,1
CZE,F,SWM,0,0,0,11
FIJ,F,RU7,8,0,0,8
UZB,M,ATH,0,0,0,1
IRL,M,EVE,0,0,0,4
URU,M,SAL,0,0,0,0
BUL,F,TTE,0,0,0,1
NOR,M,SAL,0,0,0,0
SYR,M,BOX,0,0,0,0
AUT,M,TEN,0,0,0,1
VEN,M,EJP,0,0,0,0
AUS,M,CLB,0,0,0,1
ROU,M,GAR,0,0,0,1
NED,M,EJP,1,0,0,8
BUR,F,SWM,0,0,0,1
GUM,M,CTR,0,0,0,0
SWE,M,GLF,0,0,0,2
IRI,F,ROW,0,0,0,1
BRA,M,TEN,0,0,0,0
FRA,M,SAL,0,0,0,0
FRG,F,DIV,0,0,0,0
JOR,M,EVE,0,0,0,0
GER,M,WPO,0,0,0,0
EOR,F,ATH,0,0,0,0
CIV,F,JUD,0,0,0,0
GBR,M,POL,0,0,0,0
YMD,M,BOX,0,0,0,0
SUI,F,SWA,0,0,0,0
NZL,F,GLF,1,0,0,1
BEL,F,TEN,0,0,0,0
YUG,F,GRY,0,0,0,0
COL,F,CRD,0,0,0,1
JPN,F,MTB,0,0,0,1
USA,M,TEN,0,0,0,0
ESP,M,EJP,0,0,0,1
FRA,M,SAL,0,0,0,0
INA,F,CLB,0,0,0,0
GBR,F,ROW,0,0,0,18
SUI,M,FSK,0,0,0,0
EGY,F,JUD,0,0,0,0
YUG,F,FEN,0,0,0,0
POL,M,BK3,0,0,0,4
BOH,M,TEN,0,0,0,0
COL,F,EVE,0,0,0,0
FIN,M,TTE,0,0,0,0
TUR,M,SHO,0,0,0,0
HAI,M,JUD,0,0,0,0
SUR,M,BDM,0,0,0,0
BUL,M,BKB,0,0,0,0
FRG,F,SWM,0,0,0,0
IVB,M,ATH,0,0,0,0
ARG,F,CSL,0,0,0,0
SWE,M,SAL,0,0,0,0
PLW,M,SWM,0,0,0,1
CRC,F,SHO,0,0,0,0
BUR,M,FEN,0,0,0,0
FIN,M,FEN,0,0,0,0
FRA,M,SAL,0,0,0,0
SUI,M,CTR,0,0,0,11
CRO,M,EVE,0,0,0,0
CHI,M,CTR,0,0,0,0
BUL,F,CTR,0,0,0,0
SUI,M,ART,0,0,0,0
LES,M,CTR,0,0,0,0
KAZ,F,TEN,0,0,0,3
FRA,M,SAL,0,0,0,0
ECU,F,TTE,0,0,0,0
IRL,F,JUD,0,0,0,1
LCA,M,SWM,0,0,0,1
ARG,M,SRF,0,0,0,1
GUM,M,SWM,0,0,0,1
ARM,M,SHO,0,0,0,0
TCH,F,JUD,0,0,0,0
POR,M,GLF,0,0,0,0
GRN,M,ATH,0,0,0,1
MLT,M,SAL,0,0,0,0
LIE,M,SHO,0,0,0,0
TUR,M,SAL,0,0,0,0
LAT,M,BOX,0,0,0,0
TUR,F,KTE,1,0,0,4
ASA,M,BOX,0,0,0,0
INA,M,CLB,0,0,0,0
IOA,M,TEN,0,0,0,0
BEL,F,BOX,0,0,0,0
THA,F,ROW,0,0,0,0
IRI,M,ATH,0,0,0,1
TGA,M,ATH,0,0,0,1
GBR,M,SAL,0,0,0,0
ITA,M,VVO,0,0,0,7
USA,M,TEN,0,0,0,0
AUS,M,HOC,0,14,0,14
CAN,F,GTR,0,0,0,1
SAM,M,CSP,0,0,0,6
CIV,M,FBL,0,0,0,21
TGA,F,SWM,0,0,0,1
CZE,M,CRD,0,0,0,4
VIE,M,BDM,0,0,0,1
SRB,F,JUD,0,0,0,3
LTU,F,GAR,0,0,0,0
MEX,M,CRD,0,0,0,1
HON,M,ROW,0,0,0,0
RUS,M,SAL,0,0,0,0
MRI,M,WLF,0,0,0,0
HUN,M,TRI,0,0,0,4
UGA,M,BDM,0,0,0,0
USA,M,TEN,0,0,0,9
CIV,M,ARC,0,0,0,0
NZL,M,TTE,0,0,0,0
ECU,F,BMX,0,0,0,1
RUS,F,SAL,0,0,0,2
NZL,M,FEN,0,0,0,0
POL,F,TEN,0,0,0,3
KOR,F,SHO,0,0,0,0
POR,F,OWS,0,0,0,1
CHI,M,SWM,0,0,0,1
FRA,M,MTB,0,0,0,2
GER,M,TEN,0,0,0,0
SUI,M,SWM,2,0,0,17
AFG,M,JUD,0,0,0,0
FIN,M,SAL,0,0,0,0
BIH,F,SWM,0,0,0,1
MNE,F,SHO,0,0,0,1
ROU,M,ARC,0,0,0,0
TUN,F,FEN,0,0,0,8
SWE,M,SAL,0,0,0,0
CGO,F,ATH,0,0,0,0
AZE,F,JUD,1,0,0,2
VEN,F,BOX,0,0,0,1
IRI,F,KTE,0,0,0,2
EGY,M,HOC,0,0,0,0
RSA,M,CRD,0,0,0,4
FRA,M,ART,0,0,0,0
SRB,M,CSP,0,0,0,3
SEY,M,ATH,0,0,0,0
FRA,M,CTR,7,0,0,15
POR,M,ATH,0,0,1,7
HUN,M,WPO,12,0,0,12
ASA,M,WRF,0,0,0,0
BRA,F,SKB,0,1,0,6
LAT,M,WRF,0,0,0,0
BOL,M,EVE,0,0,0,0
AUS,F,TKW,0,0,0,2
NED,F,GTR,0,0,0,0
USA,F,VBV,0,0,0,0
NGR,M,TEN,0,0,0,0
TCH,F,TEN,0,0,0,0
FRA,M,FSK,0,0,0,0
FIJ,M,SAL,0,0,0,0
BLR,F,ROW,0,0,0,3
PUR,F,DIV,0,0,0,0
UKR,M,SAL,0,0,0,0
CAN,M,SAL,0,0,0,0
BRN,M,CTR,0,0,0,0
NOR,M,VBV,0,0,0,0
IRL,M,FBL,0,0,0,0
GER,F,CSP,0,0,0,14
FRA,F,HOC,0,0,0,0
ESP,M,JUD,0,0,0,3
POL,F,JUD,0,0,0,4
THA,M,SHO,0,0,0,2
POR,M,SAL,0,0,0,0
PHI,F,TTE,0,0,0,0
ARG,F,TRI,0,0,0,1
ARG,M,POL,0,0,0,0
URS,M,HBL,0,0,0,0
JPN,F,HBL,0,0,0,16
ITA,M,SAL,0,0,0,2
KOR,M,SWM,0,0,0,14
DOM,M,SWM,0,0,0,2
VEN,M,JUD,0,0,0,0
SRB,F,TEN,0,0,0,5
AUS,M,RU7,0,0,0,10
EUN,M,WPO,0,0,0,0
BAR,M,DIV,0,0,0,0
ARG,M,SAL,0,0,0,0
NED,M,JUD,0,0,0,10
FRA,M,SAL,0,0,0,0
TLS,M,ATH,0,0,0,1
JPN,F,BDM,0,0,0,0
PUR,F,SWM,0,0,0,2
BAR,M,WLF,0,0,0,0
SYR,M,WRF,0,0,0,0
HON,M,WLF,0,0,0,0
YUG,M,HBL,0,0,0,0
GRE,F,GAR,0,0,0,0
THA,M,SAL,0,0,0,0
USA,F,CSP,0,0,1,1
UKR,F,WLF,0,0,0,1
CHN,M,TTE,0,2,4,6
CRC,M,BOX,0,0,0,0
CHI,M,MTB,0,0,0,1
FRA,M,SWM,0,0,0,23
NOR,M,SAL,0,0,0,0
SUI,M,MTB,0,1,0,3
SLO,F,CLB,0,0,1,2
UAE,M,SWM,0,0,0,0
CHN,M,FEN,0,0,0,9
KAZ,M,MPN,0,0,0,0
SWE,M,ATH,0,1,2,11
ESP,F,SRF,0,0,0,0
BRN,M,SWM,0,0,0,1
RUS,F,VBV,0,0,0,2
FIJ,F,JUD,0,0,0,0
TPE,M,MPN,0,0,0,0
CZE,M,BDM,0,0,0,0
NED,M,SAL,0,0,0,0
ITA,M,SHO,0,0,0,10
ITA,F,WLF,0,0,0,1
TCH,M,BKB,0,0,0,0
CRO,F,ATH,0,0,0,5
PAK,M,TTE,0,0,0,0
GAB,M,JUD,0,0,0,0
UKR,F,TEN,0,0,0,0
BER,F,TRI,0,0,0,0
IRL,F,TEN,0,0,0,0
AFG,F,CRD,0,0,0,0
CAF,F,BOX,0,0,0,0
NOR,M,SAL,0,0,0,0
ITA,M,SAL,0,0,0,0
KAZ,F,JUD,0,0,0,1
MOZ,F,JUD,0,0,0,0
RSA,F,SHO,0,0,0,0
IRL,F,RU7,0,0,0,0
IND,F,BOX,1,0,0,4
PER,M,CRD,0,0,0,1
FIJ,M,SHO,0,0,0,0
GER,M,TRI,0,0,0,4
BIH,F,SWM,0,0,0,0
MON,F,OWS,0,0,0,0
DOM,M,CTR,0,0,0,0
LUX,F,ART,0,0,0,0
ALG,F,WRF,0,0,0,0
UKR,M,SHO,0,0,0,0
MDA,M,SWM,0,0,0,0
ANG,M,ATH,0,0,0,1
SUI,M,SAL,0,0,0,0
CHN,F,SRF,0,0,0,0
GUA,M,CRD,0,0,0,1
LIE,F,SWA,0,0,0,2
KOR,M,CTR,0,0,0,0
CUB,F,WLF,0,0,0,3
PAR,M,ROW,0,0,0,0
EGY,F,TEN,0,0,0,1
GAM,F,ATH,0,0,0,2
CMR,F,WRF,0,0,0,1
JPN,F,GRY,0,0,0,4
AUT,M,ATH,1,0,0,3
NED,M,VBV,0,0,0,0
ZAM,F,FBL,0,0,0,22
NBO,M,ATH,0,0,0,0
CAN,M,SWM,0,0,0,11
UZB,M,TEN,0,0,0,0
USA,M,GAR,0,0,0,0
HON,M,JUD,0,0,0,0
SUD,M,BOX,0,0,0,0
JPN,F,VVO,0,0,0,8
KAZ,M,CSP,0,0,0,3
ISL,M,WPO,0,0,0,0
RSA,F,ROW,0,0,0,0
ALG,M,BOX,0,0,0,2
TPE,M,CSP,0,0,0,0
THA,M,FBL,0,0,0,0
MDA,F,ARC,0,0,0,0
CRO,M,SHO,0,0,0,6
SLO,F,CTR,0,0,0,0
SWE,M,SAL,0,0,0,0
FIN,F,CTR,0,0,0,0
VIE,F,ATH,0,0,0,1
GRE,M,SAL,0,0,0,0
PUR,F,GLF,0,0,0,1
IRL,M,SHO,0,0,0,0
SUI,F,VBV,2,0,0,4
BOH,M,ATH,0,0,0,0
NED,M,SAL,0,0,0,0
FRA,M,SAL,0,0,0,0
CAF,F,JUD,0,0,0,0
SLO,F,TTE,0,0,0,0
BAN,F,ARC,0,0,0,2
JOR,M,SHO,0,0,0,0
ALG,F,CRD,0,0,0,0
USA,F,TKW,0,0,1,2
CAN,F,BOX,0,0,0,3
NAM,F,MTB,0,0,0,1
KOR,M,GAR,0,0,0,0
MGL,F,ATH,0,0,0,1
BRA,M,SWM,1,0,0,21
FRA,M,ROW,0,0,0,0
PNG,M,BOX,0,0,0,1
LTU,M,WRF,0,0,0,1
BRA,F,ATH,0,0,0,22
JPN,F,FEN,0,0,0,13
CZE,M,OWS,0,0,0,0
LUX,F,ATH,0,0,0,0
GBR,M,SAL,0,0,0,0
TUR,F,SHO,0,0,0,0
YUG,M,CSL,0,0,0,0
FRA,F,OWS,0,0,0,1
CUB,F,BKB,0,0,0,0
NOR,M,ARC,0,0,0,0
GBR,M,TTE,0,0,0,0
ESP,F,GAR,0,0,0,24
COM,F,SWM,0,0,0,0
JPN,M,TRI,0,0,0,4
CAN,M,ART,0,0,0,0
BEL,M,GAR,0,0,0,0
AUT,F,HOC,0,0,0,0
ALB,F,WLF,0,0,0,0
FIJ,M,FBL,0,0,0,0
CAN,M,CTR,0,0,0,9
SVK,M,ARC,0,0,0,0
RHO,M,ATH,0,0,0,0
UKR,M,FBL,0,0,0,0
GBR,M,FEN,0,0,0,0
GER,F,TKW,0,0,0,0
SRI,M,ATH,0,0,0,1
ARM,F,SWM,0,0,0,1
IRL,M,SAL,0,0,0,2
DOM,F,VVO,0,0,0,11
NOR,F,CTR,0,0,0,1
BER,M,SAL,0,0,0,0
IOA,M,ATH,0,0,0,0
PRK,F,WLF,0,0,0,0
MAR,F,EVE,0,0,0,0
NOR,M,SAL,0,0,0,0
GER,M,ROW,0,0,0,0
AUS,M,BMX,0,0,0,1
GBR,M,CKT,0,0,0,0
NOC,Sex,UNK,0,0,0,0
JPN,F,EVE,0,0,0,0
ITA,M,FBL,0,0,0,0
SEN,F,FEN,0,0,0,1
ITA,F,BKB,0,0,0,0
OMA,F,ATH,0,0,0,1
ESP,M,DIV,0,0,0,2
LIE,M,EVE,0,0,0,0
NGR,F,SWM,0,0,0,1
ESP,M,WLF,0,0,0,3
ARM,F,DIV,0,0,0,0
CHN,F,GAR,0,1,1,26
CHN,M,BDM,0,0,0,0
JPN,F,VBV,0,0,0,0
NOR,M,SAL,0,0,0,0
VEN,M,WLF,0,2,0,2
COD,F,TKW,0,0,0,0
FIN,M,SAL,0,0,0,0
HKG,M,ROW,0,0,0,0
NED,M,WLF,0,0,0,1
VEN,M,DIV,0,0,0,1
USA,M,ATH,5,6,6,63
NED,M,DIV,0,0,0,0
BAR,M,JUD,0,0,0,0
MON,M,TRI,0,0,0,0
EUN,F,TEN,0,0,0,0
UKR,F,BKB,0,0,0,0
AUS,F,CSP,0,0,0,14
MKD,M,ATH,0,0,0,0
DEN,M,BDM,0,0,0,0
DEN,F,GAR,0,0,0,0
ECU,M,WRF,0,0,0,0
LAO,F,SWM,0,0,0,1
COD,M,JUD,0,0,0,0
BRA,M,CTR,0,0,0,0
BRA,M,ART,0,0,0,0
BLR,F,SHO,0,0,0,5
CRO,M,SAL,0,1,0,3
SLE,M,CTR,0,0,0,0
SWE,M,ROW,0,0,0,0
HKG,F,TTE,0,0,0,0
SWE,M,ROW,0,0,0,0
TTO,F,CRD,0,0,0,1
TKM,F,WLF,0,1,0,2
SUI,F,SAL,0,0,0,1
POR,M,TEN,0,0,0,4
FRA,M,CSL,0,0,0,0
UKR,F,BDM,0,0,0,1
BRA,M,MTB,0,0,0,2
THA,M,EVE,0,0,0,4
IND,M,WPO,0,0,0,0
ARU,M,SAL,0,0,0,0
NZL,F,SWM,0,0,0,11
EST,M,FEN,0,0,0,0
NGR,M,ATH,0,0,0,7
FRA,F,BK3,0,0,0,4
LIB,F,ATH,0,0,0,0
ITA,F,BDM,0,0,0,0
PAR,M,JUD,0,0,0,0
HUN,F,TTE,0,0,0,6
DEN,F,EVE,0,0,0,0
CZE,F,GLF,0,0,0,1
EST,M,TTE,0,0,0,0
MEX,F,TTE,0,0,0,0
CAF,M,SWM,0,0,0,0
GBR,M,TEN,0,0,0,0
LIB,M,SHO,0,0,0,0
AUS,M,TEN,0,0,0,0
MRI,M,JUD,0,0,0,1
YUG,F,HBL,0,0,0,0
EUN,F,JUD,0,0,0,0
KOR,M,ARC,0,0,0,0
IRI,M,GAR,0,0,0,0
ISV,M,WLF,0,0,0,0
GBR,M,CSL,0,0,0,0
HUN,F,CTR,0,0,0,0
SGP,F,CSP,0,0,0,0
NEP,M,SWM,0,0,0,1
NZL,F,DIV,0,0,0,0
MEX,F,CTR,0,0,0,6
BEL,M,SAL,0,0,0,0
JOR,F,ATH,0,0,0,1
BOL,M,SHO,0,0,0,0
ETH,M,ATH,0,1,1,16
USA,M,GLF,0,0,1,3
THA,F,SHO,0,0,0,1
JPN,M,WPO,0,0,0,7
CAN,M,MTB,0,0,0,1
SVK,M,CSL,0,0,0,0
ECU,M,BOX,0,0,0,1
USA,M,SAL,0,0,0,0
ESP,M,ROW,0,0,0,4
INA,F,CTR,0,0,0,0
MAR,M,TTE,0,0,0,0
AUT,M,GLF,0,0,0,2
NOR,M,GAR,0,0,0,4
COL,F,WRF,0,0,0,0
ESP,M,CSL,0,0,0,2
MRI,M,BDM,0,0,0,0
SWE,M,TEN,0,0,0,0
